vid,cid,title,description
eRsUiMpCD9Q,UCur6nu-T7FilkEztCm_S8yA,Andy Ngo on Antifa,"On this week's Delingpod, James sits down with journalist and videographer Andy Ngo. They discuss whats going on in Portland, ..."
iw444fflH8w,UCur6nu-T7FilkEztCm_S8yA,Delingpole on Political Divisions,James talks at the Battle of Ideas 2016 at the Barbican in London. Twitter: https://twitter.com/JamesDelingpole.
uI8Gf5HdHi4,UCur6nu-T7FilkEztCm_S8yA,Delingpole&#39;s Beauty Routine,James takes you through his intensive daily beauty routine. Twitter: https://twitter.com/jamesdelingpole.
rvX8A1q2LMs,UCur6nu-T7FilkEztCm_S8yA,Interview with Harambe in the Afterlife,We ask Harambe questions about the afterlife and what it's like to be a meme. Twitter: https://twitter.com/JamesDelingpole.
Kc0jfa-lFxg,UCur6nu-T7FilkEztCm_S8yA,A knot of toads,This is what toads look like when they mate: numerous males compete to impregnate a single female - who sometimes ...
_f3otgJIheY,UCur6nu-T7FilkEztCm_S8yA,Buteyko: an intro,"Here's a weird, embarrassing and amazing thing I do. Just give me 3 minutes. It could change your life."
wHgluXkSjC4,UCur6nu-T7FilkEztCm_S8yA,Lambies,Cute lambs frisk and gambol (apart from the one I found floating dead in the stream just below)
mnXoQeGnT4Q,UCur6nu-T7FilkEztCm_S8yA,Gove in the Garden,
C9hH4W_ldDA,UCur6nu-T7FilkEztCm_S8yA,My Lovely Horse: I want one,"In which I show my caring animal-loving side, declare my intention to become the new Kim Kardashian and make a moving ..."
mEEaqsll2jw,UCur6nu-T7FilkEztCm_S8yA,Wanker Wind Farmer,In which I rail against the rent-seeking tosser who has erected a bat-chomping eco-crucifix above the Welsh valley which used to ...
XFIkw3Qmy5U,UCur6nu-T7FilkEztCm_S8yA,Unplugging From The Matrix | The Delingpod Live with Maajid Nawaz,"A clip from The Delingpod Live with Maajid Nawaz, sponsored by CAR26."
vjXeabBrnY0,UCur6nu-T7FilkEztCm_S8yA,Corruption Disguised as Diversity | Andy Kirkpatrick &amp; James Delingpole,Full episode at odysee.com/@JamesDelingpoleChannel:0.
k9N6MNFWDFM,UCur6nu-T7FilkEztCm_S8yA,Music &amp; Film After Being Red-Pilled | Dick &amp; James Delingpole,Full episode at odysee.com/@JamesDelingpoleChannel:0.
WmCgATs_SsQ,UCur6nu-T7FilkEztCm_S8yA,What Homeschooling is Like | Zoe Willis &amp; James Delingpole,Full episode on odysee.com/@JamesDelingpoleChannel:0.
nl4bEtuz_h4,UCur6nu-T7FilkEztCm_S8yA,"The 21st Century Witch-hunt | Bret Weinstein, Heather Heying &amp; James Delingpole",Full episodes can be found at this link: https://odysee.com/@JamesDelingpoleChannel:0.
KZVwOa00dug,UCur6nu-T7FilkEztCm_S8yA,"Bret &amp; Heather on the &#39;Weird Sheep&#39; Concept | James Delingpole, Bret Weinstein &amp; Heather Heying",James tells Bret & Heather about the 'Weird Sheep' concept which opens up a discussion on why we need weird sheep in the fold ...
_gBaK3-Q5AY,UCur6nu-T7FilkEztCm_S8yA,An Inside Look into the Story of Boris Johnson | James Delingpole &amp; Jennifer Arcuri,"In this Delingpod clip, Jennifer Arcuri reveals what it's like to be with Boris Johnson, and offers an inside look into his story. Watch ..."
PSACN0W23sY,UCur6nu-T7FilkEztCm_S8yA,Astrology &amp; Christianity | James Delingpole &amp; Gregory Paul Martin | Delingpod Clips,Gregory Paul Martin joins James to talk about Astrology & Christianity.
RCgp3Mwfa1Y,UCur6nu-T7FilkEztCm_S8yA,The Dark Side of The New York Times | James Delingpole &amp; Ashley Rindsberg | Delingpod Clips,"Ashley Rindsberg, author of 'The Gray Lady Winked,' tells James about the New York Times' Dark Side. See the full episode on ..."
1CYH7hHp0Ik,UCur6nu-T7FilkEztCm_S8yA,The Digital Control &amp; Censorship of our World | James Delingpole &amp; Whitney Webb | Delingpod Clips,"Whitney Webb discusses the digitalisation, control and censorship of our world. To watch my content on one of my other channels ..."
9mjhhKEtOu8,UCur6nu-T7FilkEztCm_S8yA,The Rebellious Woke Movement | James Delingpole &amp; Laurence Fox | Delingpod Clips,"This clip was taken from The Delingpod Live, you can view the full event (including Q&A) by joining James as a patron at ..."
P6vLOMEY-IA,UCur6nu-T7FilkEztCm_S8yA,What Happened To All The Big Name Journalists? | James Delingpole &amp; Eva K Bartlett | Delingpod Clips,Support the Delingpod!! https://www.subscribestar.com/jamesdelingpole Eva Bartlett is a Canadian independent journalist and ...
fM-tzJfiUWA,UCur6nu-T7FilkEztCm_S8yA,"When All Else Fails, They Take You To War | James Delingpole &amp; Gerald Celente | Delingpod Clips",Gerald Celente in discussion with James Delingpole.
G4pA5EWwwrU,UCur6nu-T7FilkEztCm_S8yA,Douglas Murray on Relations Between the Sexes | James Delingpole &amp; Douglas Murray | Delingpod Clips,"In this video, Douglas explains differences between the sexes and how modern society thinks differently, as well as his feelings on ..."
9uKMK3CnvEE,UCur6nu-T7FilkEztCm_S8yA,How Tolkien Symbolised Faith | Rachel Fulton Brown &amp; James Delingpole | Delingpod Clips,"In this Delingpod Clip, Rachel (A Professor of Medieval History at the University of Chicago) and James discuss the symbolism in ..."
jTLYYnynbiw,UCur6nu-T7FilkEztCm_S8yA,Clif High&#39;s Views on Religion &amp; God | Delingpod Clips,"In this Delingpod clip taken from James' recent interview with Clif High, Clif shares his views on organised religion and whether or ..."
WpA1Cd9JQ1s,UCur6nu-T7FilkEztCm_S8yA,Delingpod Clips | Right Said Fred | How spineless musicians are,"James and the boys reflect on how acquiescent musicians are these days, compared to the past You can watch the full interview ..."
916PXJn00Ro,UCur6nu-T7FilkEztCm_S8yA,Delingpod Clips | James Delingpole | Where to find me,To watch my content on one of my other channels Odysee: https://odysee.com/@JamesDelingpoleChannel:0 BItchute: ...
mfgUq_9OmFg,UCur6nu-T7FilkEztCm_S8yA,Delingpod Clips | James Corbett | Is TV drama being used to prepare us for a coming dystopia?,To watch this interview in full - visit one of my other channels Odysee: https://odysee.com/@JamesDelingpoleChannel:0 BItchute: ...
UInMaOXT9SA,UCur6nu-T7FilkEztCm_S8yA,Delingpod Clips | James Corbett | On being born blue pilled &amp; false flags,To watch this interview in full - visit one of my other channels Odysee: https://odysee.com/@JamesDelingpoleChannel:0 BItchute: ...
4g2tBtVcpng,UCur6nu-T7FilkEztCm_S8yA,Dick and James experiment,
zcg9vEbsbrs,UCur6nu-T7FilkEztCm_S8yA,Bjorn Lomborg - a taster,James talks to Bjorn Lomborg (the Danish statistician who first opened James's eyes to the environmentalism scam) about his ...
R75FmTx6TXo,UCur6nu-T7FilkEztCm_S8yA,Dick Delingpole - a taster,"James and guest Dick Delingpole ramble on, as they usually do, about all manner of things - this is a sneak preview, a 5 minute ..."
rowyTFaFpYY,UCur6nu-T7FilkEztCm_S8yA,Kurt Schlichter - A Taster,"retired infantry colonel, litigation lawyer, stand up comic, star columnist at Townhall, author The 21 Biggest Lies About Donald ..."
TPyZjNbxBR8,UCur6nu-T7FilkEztCm_S8yA,Alistair Haimes - A Taster...,"Alastair is an investment manager, culture wars civilian, and contributor to Hectordrummond.com, the Spectator and the Critic, ..."
_t2l19ZYiNw,UCur6nu-T7FilkEztCm_S8yA,Delingpod: Peter Hitchens On The Climate Change Hysteria,Listen to the full Peter Hitchens Delingpod: http://bit.ly/thedelingpoditunes http://bit.ly/thedelingpodspotify ...
Tolp45Q-uCE,UCur6nu-T7FilkEztCm_S8yA,Delingpole on Free Speech and Safe Spaces,TRIGGER WARNING: James Delingpole James talks at the Battle of Ideas Conference 2016 in London. Twitter: ...
a6xD4ZGY904,UCur6nu-T7FilkEztCm_S8yA,The Waitrose Rant,James has a thing or two to say about the fish goujons at Waitrose. Twitter: https://twitter.com/jamesdelingpole.
ODVEfaW_jl8,UCur6nu-T7FilkEztCm_S8yA,Delingpole on The Environment,James talking at a fringe event of the Birmingham Conservative Party Conference. Twitter: https://twitter.com/jamesdelingpole.
UA8YlEhHgio,UCur6nu-T7FilkEztCm_S8yA,Delingpole on Brexit,James at the Birmingham Conservative Party Convention 2016. Click here to watch the full speech: ...
coLsC-xd6b0,UCur6nu-T7FilkEztCm_S8yA,Bruges,Conservatives v UKIP: James Delingpole addresses the Bruges Group at Conservative Party Conference 29/9/14.
VihJpea_KVI,UCZtDKD0pFpPclXA7ZAti90w,You Know What I&#39;m Saying,
nHImkXBt0fc,UCZtDKD0pFpPclXA7ZAti90w,Sam Hyde Post Reaction to Egoraptor vs EpicMealTime,
BDrmb4n_0ts,UCZtDKD0pFpPclXA7ZAti90w,Abortion becoming illegal,Supreme Court going to overturn Roe V Wade.
DdbV4SLEvbo,UCZtDKD0pFpPclXA7ZAti90w,Keemstar Enters The Metokur vs Fuentes Debate,The biggest moment of the debate.
YpQRohBoIMg,UCZtDKD0pFpPclXA7ZAti90w,Metokur vs Fuentes Tonight,"not a debate, total bloodsports."
8zXlkpS2340,UCZtDKD0pFpPclXA7ZAti90w,LowTierGod vs DSP - 2021 Vidya Gaem Awards skit,Submitted for the award show.
B2pnq5jkRZo,UCZtDKD0pFpPclXA7ZAti90w,Tucker Carlson mentions Sam Hyde on Fox News,He's back and he's getting away with it.
8vdep9o2u8Y,UCZtDKD0pFpPclXA7ZAti90w,Krazy makes her 2022 Appearance on Sonic&#39;s stream,almost a year.
lB1moHNTYb0,UCZtDKD0pFpPclXA7ZAti90w,Dani AKA Sam Hyde&#39;s iDubbbz Crackhead Actress,from sam's new video https://www.youtube.com/watch?v=xn52d_vTtSk.
dtlKVEQnRQg,UCZtDKD0pFpPclXA7ZAti90w,6th,
Ce6WQ_397l4,UCZtDKD0pFpPclXA7ZAti90w,Jesus Debuts on Smackdown,finna.
3igdsaLCH-0,UCZtDKD0pFpPclXA7ZAti90w,Antifa Member Tries To Interupt Virginfest ft Frank Hassle,trying to ruin the vibe video from https://www.youtube.com/user/JarCastShow and ...
w0Fk89nhL5Q,UCZtDKD0pFpPclXA7ZAti90w,RIP John Mcafee,
gyvlxQiyEKI,UCZtDKD0pFpPclXA7ZAti90w,Communism Defeated,
WIG_bVxgfJw,UCZtDKD0pFpPclXA7ZAti90w,The Return Of Controlled Opposition Politics,what if socialism was a beer? fixed the audio somewhat.
nn9XmDZ36Rs,UCZtDKD0pFpPclXA7ZAti90w,indian anons on /tv/ react to the card scene in NYSM 2,
vShe4ZbqFKU,UCZtDKD0pFpPclXA7ZAti90w,Trump Not Guilty,
NOkFiqnxWPY,UCZtDKD0pFpPclXA7ZAti90w,Nick Fuentes &amp; Baked Alaska Used In Trump&#39;s Impeachment Trial,"4 years, same message."
WFyKvUVckWk,UCZtDKD0pFpPclXA7ZAti90w,(Old Reupload) TFW NO GF,trailer was striked due to copyright.
Uz0c7uihWGw,UCZtDKD0pFpPclXA7ZAti90w,(Old Reupload) Iran,deleted because footage was fake song is doodad by egg white.
XC-EB2ELuBE,UCZtDKD0pFpPclXA7ZAti90w,Resurrection,
Q3lmkwvfcew,UCZtDKD0pFpPclXA7ZAti90w,Long Live The New Leader Of North Korea,"R.I.P. Kim, Glory to Kim Yo-jong, Glory to the DPRK."
ribIXs06Stw,UCZtDKD0pFpPclXA7ZAti90w,6ix9ine Released From Prison,SCUUMM GAAANGG!!
LCkZuK4HP-I,UCZtDKD0pFpPclXA7ZAti90w,Gamers Endorsed by The U.S. Government,RISE UP!
4OEgULWXT_Y,UCZtDKD0pFpPclXA7ZAti90w,Bernie Sanders Loses Again,losing big in super tuesdays.
vO4NmUWkA1Q,UCZtDKD0pFpPclXA7ZAti90w,Shenmue 3: Diesel Fuel DLC Trailer,Shown exclusively at the 2019's Vidya Gaem Awards.
AiGBp8otNHA,UCZtDKD0pFpPclXA7ZAti90w,Merry Christmas,
76N3BGIug5E,UCZtDKD0pFpPclXA7ZAti90w,Kamala Harris Drops out of the Presidential Race,goodbye black hillary clinton.
WSIIY6uvWac,UCZtDKD0pFpPclXA7ZAti90w,Jesus 1st TV Match in WWE NXT,episode after the big important ppv and doesnt take place in saudi arabia.
riKFQIJEfNg,UCZtDKD0pFpPclXA7ZAti90w,Reason Why Ben Shapiro Won&#39;t Debate Nick Fuentes,that heated gamer moment ruined his chance.
AG9lPRoGxa0,UCZtDKD0pFpPclXA7ZAti90w,Thot Patrol November 2,probably the hardest hit.
5IPub0LAu48,UCZtDKD0pFpPclXA7ZAti90w,Society Found The Joker Stairs,
PsAwYQXT1j0,UCZtDKD0pFpPclXA7ZAti90w,Watch Joker,Support Kino.
vTmiqHSzXU0,UCZtDKD0pFpPclXA7ZAti90w,Joker Releasing This Friday,
hsom5DixHSk,UCZtDKD0pFpPclXA7ZAti90w,9/11,
x3j74bUwrJA,UCZtDKD0pFpPclXA7ZAti90w,Epstein&#39;s Death,
NaxYtTpH0f0,UCZtDKD0pFpPclXA7ZAti90w,"The Good, The Bad and The Cunny",
EpVTqwaVgnc,UCZtDKD0pFpPclXA7ZAti90w,Happy 4th of July,
qvvBpCufHDw,UCZtDKD0pFpPclXA7ZAti90w,Etika Is Dead,F.
p2jqvRQE7fs,UCZtDKD0pFpPclXA7ZAti90w,NBC Reports Etika Is Missing,
brc23GhfdcI,UCZtDKD0pFpPclXA7ZAti90w,Banjo Confirmed in Super Smash Bros,"didnt make this, just sharing https://streamable.com/lk0y6."
TQlLAIKnT_Y,UCZtDKD0pFpPclXA7ZAti90w,Jesus 1st Real Match In NXT,
QCfmlw2MdbI,UCZtDKD0pFpPclXA7ZAti90w,Mike Tokes Took Down The Metokur Fight,thank you magaman for defending free speech and fighting against censorship on conservatives.
Kn2CQTYbvbY,UCZtDKD0pFpPclXA7ZAti90w,Avengers Endgame,CHILLS!!!
ivNWGvBDDiA,UCZtDKD0pFpPclXA7ZAti90w,Notre Dame Cathedral On Fire and Collapsing,
9DxGB9utknA,UCZtDKD0pFpPclXA7ZAti90w,Julian Assange Arrested,cgi footage of an actor being moved to a van.
aqAlxbSNfTI,UCZtDKD0pFpPclXA7ZAti90w,MAGA Forever,MAGA 2020!!!!
WRF3SVH0D8I,UCZtDKD0pFpPclXA7ZAti90w,Yang Gang Official Anthem Lyric Video,lets this money.
n3fCFYZ-rv0,UCZtDKD0pFpPclXA7ZAti90w,Jesus Debut In WWE NXT,Eric Bugenhagen also debuted.
1tFl_LCtaTw,UCZtDKD0pFpPclXA7ZAti90w,John McAfee Has A Plan,Hes going to Tahiti. red dead meme.
_mOc7n3xl8o,UCZtDKD0pFpPclXA7ZAti90w,Egoraptor vs EpicMealTime Boxing Fight,EPIC!
ZA6FGPf7lU4,UCZtDKD0pFpPclXA7ZAti90w,"Egoraptor vs EpicMealTime Weigh-Ins, Game Grumps Fanbase Gets Roasted",the only fight worth caring in a card full of literal whos.
pKM-_x5vgNI,UCZtDKD0pFpPclXA7ZAti90w,Aftermath of Brynn Doomerfest Punch + Egg White &amp; Gezebelle Gaburgably Sets,scenes from the censored tv coverage of doomerfest link to full video / vlog that has alot of eggy ...
oEUTSkobrE8,UCZtDKD0pFpPclXA7ZAti90w,True Capitalist Radio Talks About Nick Fuentes and PPP,"last video on the topic. pretty good episode, i hope foxo makes a edit of mrs ghost talking about the popeyes invasion but might be ..."
2rmkXW0Eb2E,UCZtDKD0pFpPclXA7ZAti90w,"Metokur, Ethan Ralph, Baked and Fuentes talk about poopgate",and the gamergate fingerbang.
51jA2-CGzIg,UCZtDKD0pFpPclXA7ZAti90w,Will Smith Oscar Slap Memes,Kinda a forced meme but it's good.
_zBhlA4Iwg4,UCZtDKD0pFpPclXA7ZAti90w,Dani: Sam Hyde&#39;s GF - iDubbbz Documentary,from dubbbz's new video https://www.youtube.com/watch?v=5jTdu3FI7vo.
9YrEp9Mw7-0,UCZtDKD0pFpPclXA7ZAti90w,Chris Chan Talks About Her Mother,
904sXLz-IEc,UCZtDKD0pFpPclXA7ZAti90w,Jesus Debuts in WWE Main Roster,welcome to the big leagues fella.
x-wk37Tt1Cs,UCZtDKD0pFpPclXA7ZAti90w,YOBA Never Dies,We will miss you Baked Alaska.
mXO9mf79Fwg,UCZtDKD0pFpPclXA7ZAti90w,"Reddit, /biz/ Stock War Against Millionaires",gamergate 2.0 his twitter twitter.com/OfWudan.
YK1KKJ-igG8,UCZtDKD0pFpPclXA7ZAti90w,Kim Yo-jong - We Appreciate Power,The 1st ever female dictator comes from North Korea and its beautiful. I would have totally created this character in civilization.
KJg7g33Wj90,UCZtDKD0pFpPclXA7ZAti90w,Jesus Match With Dolph Ziggler,the iran strikes ruined his push so hes back working in saudimania.
4IQpMAHsaIw,UCZtDKD0pFpPclXA7ZAti90w,Happy Valentines Day,make sure to cherish your loved ones.
Kp4mnTwLhdQ,UCZtDKD0pFpPclXA7ZAti90w,Alex Jones Invades Hillary Rally In A Tank,i guess he took some notes from Triple H.
m4qJAGz2_NU,UCZtDKD0pFpPclXA7ZAti90w,Dave Meltzer Rates Jesus 1st WWE Match,vince strap now.
DiKxp8S50q0,UCZtDKD0pFpPclXA7ZAti90w,/asp/ Commentates WWE Raw,
97lktPiWbeY,UCZtDKD0pFpPclXA7ZAti90w,Jesus In WWE 50-Man Battle Royal,congrats?
oAU4Za1Imd4,UCZtDKD0pFpPclXA7ZAti90w,Avengers vs Avatar Box Office,
J884JdQ6wHw,UCZtDKD0pFpPclXA7ZAti90w,Youtuber Etika Gets Swatted &amp; Arrested,
XlMkR4R5vJQ,UCZtDKD0pFpPclXA7ZAti90w,Jazz,
x5qBk5YIEmw,UCZtDKD0pFpPclXA7ZAti90w,2018,
Ma5jjo714a0,UCZtDKD0pFpPclXA7ZAti90w,6ix9ine - Scum Gang For Life,Free69.
8oaQIEulZoo,UCZtDKD0pFpPclXA7ZAti90w,Thot Patrol November,
ZQSpPrZSDQ8,UCZtDKD0pFpPclXA7ZAti90w,Rich - The Wageslave Who Snapped #Seatac #Skyking,godspeed Rich.
rcpxX5hybck,UCZtDKD0pFpPclXA7ZAti90w,Alex Jones Banned From The Internet,the boomer uprising is here.
nKmolWYZHVk,UCZtDKD0pFpPclXA7ZAti90w,more Stone content!,more Stone content!
xyGdImPfrB4,UCZtDKD0pFpPclXA7ZAti90w,Jesus Training Process In WWE,accepted to train with wwe and a chance to be in nxt in the future.
6MZad7NmLqg,UCZtDKD0pFpPclXA7ZAti90w,The Night Where Alex Jones Said Fuck Trump,trump syria attack 4/13/2018.
tDzwWWL2Jw4,UCZtDKD0pFpPclXA7ZAti90w,Carmella Is Smackdown Women&#39;s Champion,proud of my girl.
fDU0MBJEUtU,UCZtDKD0pFpPclXA7ZAti90w,Asian Andy Flirts With Korean Hat Seller,
b9JBwNrZEtw,UCZtDKD0pFpPclXA7ZAti90w,Dan Schneider Nicknames,rip.
4yKiTUmVvI0,UCZtDKD0pFpPclXA7ZAti90w,Nickelodeon Ends Business with Dan Schneider,"the end of an era, a tribute to the big dick @ nick."
kjmeI5YhfIg,UCZtDKD0pFpPclXA7ZAti90w,Nick Fuentes Chooses Best Touhou Girl,very important video.
CuOTY6yGygo,UCZtDKD0pFpPclXA7ZAti90w,Warski and Asian Andy Meets Blaire White,interview with the queen of the traps.
cg2mjMLM8fQ,UCZtDKD0pFpPclXA7ZAti90w,Baked Alaska Almost Gets Into a Fight With Hater,featuring asian andy and warski.
Kk2jcZjiWVM,UCZtDKD0pFpPclXA7ZAti90w,Andrew Anglin Talks About Living in the Jungles of Philippines,
jQ7sTOWR8gQ,UCZtDKD0pFpPclXA7ZAti90w,Andy Warski and JF Talks About Being hosts of Internet Bloodsports,one of the best and most interesting thing to come out of 2018.
SLQ4l1-z0cw,UCZtDKD0pFpPclXA7ZAti90w,John Cena Just Wants To Be In Wrestlemania,its lonely at the top.
Au7BN4ppAG4,UCZtDKD0pFpPclXA7ZAti90w,Jordan Peterson talks about Kekboys and Individualism,"you know, the pepe website."
FA84QRYwLwg,UCZtDKD0pFpPclXA7ZAti90w,Nick Fuentes Appearance in HWNDU Protest,i trimmed this so he can use it for the anniversary video thing.
1RHAJxZDa_U,UCZtDKD0pFpPclXA7ZAti90w,Daria The Weird ??? Reporter Girl Returns - HWNDU: Reunion,she was a troll? featuring appearances of weedbro and gingeranon.
H5nt9P26Eb0,UCZtDKD0pFpPclXA7ZAti90w,"jackie4chan Rants about E-Celeb Culture, Warski and Metokur",also gives a blackpill about the hwndu reunion.
uDopRcbkytk,UCZtDKD0pFpPclXA7ZAti90w,The Future,We are close to a brighter future.
5BdlOm8WhPo,UCZtDKD0pFpPclXA7ZAti90w,A Raunchy /tv/ Movie,this kino might be too raunchy for the critics. original audio https://clyp.it/zbynzbtk https://clyp.it/oneir15w.
do0vGLl3Lp8,UCZtDKD0pFpPclXA7ZAti90w,Ryan Gosling Kinography Short Version,the goose is loose.
SD4AzNXgXFc,UCZtDKD0pFpPclXA7ZAti90w,Swedish Tommy Wiseau - Game Awards 2017,best part of the show.
jh5ub4tdKcM,UCZtDKD0pFpPclXA7ZAti90w,Cuphead Awarded by Hideo Kojima &amp; Aisha Tyler,chad getting awarded by gaming icons.
_H7J_5vtqrY,UCZtDKD0pFpPclXA7ZAti90w,Nazi Supergirl Scenes,shes so perfect.
zajyFx6uJIU,UCZtDKD0pFpPclXA7ZAti90w,GET IT ON TILL I DIE,am i wrong cause i wanna meme till i die?
ADvJ8p8yY-c,UCVO8YsD87ibqRGIJ7o8sOzg,NEET Anthem,gimme gimme chicken tendies Original song: https://www.youtube.com/watch?v=NCW7PZ3kHgw #NEET #tendies #wagie.
vm6MzvC-8pU,UCVO8YsD87ibqRGIJ7o8sOzg,Saturday Night Boomer Fever,Let's get groovy baby! #Boomer #meme #disco.
NJW_av0PQXM,UCVO8YsD87ibqRGIJ7o8sOzg,Wagie Wojak,WAGIE WAGIE GET IN CAGIE Wagie song 1: https://www.youtube.com/watch?v=AM-R_bfP1wM Wagie song 2: ...
LUYBWuI5uXk,UCVO8YsD87ibqRGIJ7o8sOzg,The Doomer Go-Getter,We're all gonna make it brah #doomer #gogetter #depressed.
OYcYv174KQ4,UCVO8YsD87ibqRGIJ7o8sOzg,Born to Feel,GOOOOOOOODMOOORNNINNGG VIETNAM #feels #wojak #vietnam.
rn2Y1r8uLZ4,UCVO8YsD87ibqRGIJ7o8sOzg,The Honkler 🤡,All it takes is one bad day! #honkler #honkhonk #npc.
LzygkxPK6YA,UCVO8YsD87ibqRGIJ7o8sOzg,30 Year Old Boomer Playing Guitar,ROCK ON #boomer #meme #guitarhero.
ASZooYTwgEo,UCVO8YsD87ibqRGIJ7o8sOzg,Doomer VS Bloomer,REJECT THE BLACKPILL #Doomer #bloomer #meme.
8uuYm7KDm_A,UCVO8YsD87ibqRGIJ7o8sOzg,The Doomer Lifestyle,nightwalk/ #doomer #meme #depressed.
JOMYsOGei08,UCVO8YsD87ibqRGIJ7o8sOzg,NPC Journalism,Agree with me or else! *Beep* #learntocode #npc #meme.
BHHJaEqMSqQ,UCVO8YsD87ibqRGIJ7o8sOzg,30 Year Old Boomers Racing,TO THE WINDOOOOOOOWWW TO THE WALL! #boomer #meme #racing.
IMFV705oG_c,UCVO8YsD87ibqRGIJ7o8sOzg,THAT FEEL WHEN...,tfw no gf Song at 0:59: https://soundcloud.com/user-22222222222222222222222222/untitled-14 #wojak #meme #depressing.
D9NY-CH8mx4,UCVO8YsD87ibqRGIJ7o8sOzg,30 Year Old Nintendo Boomers,WAAA-HOOOO! Bing! Bing! 1-up! #nintendo #boomer #meme.
MHem6JMzYiE,UCVO8YsD87ibqRGIJ7o8sOzg,30 Year Old Boomers Following a Train,All we had to do was follow the damn train CJ! #sanandreas #meme #boomer.
tqqwTgk8ri0,UCVO8YsD87ibqRGIJ7o8sOzg,Orange Man Bad!,orangemanbad beep boop #orangemanbad #meme #npc.
R30b94-3f5E,UCVO8YsD87ibqRGIJ7o8sOzg,30 Year Old Boomers at the Gym,fit/ at the gym #boomer #gym #meme.
LCg_EyrD27o,UCVO8YsD87ibqRGIJ7o8sOzg,30 Year Old Boomer on a Boat,I completed Vice City and all I got was this lousy boomer video. #boomer #meme #vicecity.
Rr8QaMlSLjE,UCVO8YsD87ibqRGIJ7o8sOzg,30 Year Old Boomers go Fishing,Gone fishing with the boys. #boomer #meme #fishing.
pjrCRyZVTE8,UCVO8YsD87ibqRGIJ7o8sOzg,30 Year Old Boomer goes Skateboarding,Skate fast eat ass *sip* #boomer #meme #skating.
QHCg8mHzuz0,UCVO8YsD87ibqRGIJ7o8sOzg,30 Year Old Runescape Boomer,sipping #boomer #meme #runescape #OSRS.
yKLYnC6d8ZM,UCqDUhDiWJdk3inMxtEPOUWw,Handspray DIY Obseletes Toilet Paper,Those buying toilet paper could do a lot better by going to their hardware store and doing a simple. DIY Handspray kit rendering ...
hVfCydL-dKc,UCqDUhDiWJdk3inMxtEPOUWw,Jewish Book Burning at Amazon- Michael Hoffman speaks,
onKUk1Yjt60,UCqDUhDiWJdk3inMxtEPOUWw,Gamergate makes the MSM-- Novel solution to trolls,She initially didn't make the connection but later endorsed it by appearing on this TV show http://i.imgur.com/hpVmENt.png.
Tw-NYNphc9Y,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics TV PC  Lunacy in Sydney,
h8XZqQ5WxBo,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Zammit Sydney TV Red-carpeting Randi,Randi's great australian 2014 tour in minor theatres consists mainly of watching his two hour autobiography. On his last tour the ...
vTKXL_vBBBk,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Gibberish Passes Peer Review 120 times,http://www.nature.com/news/publishers-withdraw-more-than-120-gibberish-papers-1.14763 ...
q9DYz0WXsms,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Nietzsche on James Randi,"Scathingly perfect portrait of the internet skeptic movement, yet penned in the 19th century by philosopher Nietzsche.. ""The skeptic ..."
uAAyLZ7KSA8,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics The Altruism of James Randi Showcased,Listed are some of the great accomplishments of James Randi.
wFxG-TStOnU,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Skeptic Trojan Horse failure exposed,"The trojan horse inside the pseudo skeptic 40 yr movement revealed as a failure socially, legally and politically."
b7mFJUOzpdU,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Krauss keeps losing,Need to ponder what Krauss is doing. Answers provided Pedo's Barrister Barbara Hewson Lowering the Consent age ...
dCoU9sgPAWc,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Astrophysicist  Lawerence Krauss loses to William Lane Craig,"Uber -skeptic astrophysicist, darling of wikipedia is shot down by William Lane Craig Supreme skeptic hero of wikipedia, much ..."
GtfIkrtTZoc,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Policemen explains Grades of witnesses,Intensively trained policeman explains the various grades of witnesses refuting the skeps who insist that everyone is deluded and ...
ELHADuvaR1k,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Police Confirm Psychic Detectives Do Solve Crimes,Skeptical Police render pseudoskeptic magicians irrelevant http://www.victorzammit.com/evidence/psychicdetectives.htm.
6GzBwPMjBXw,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Skeptical Scientists&#39; Fallacies  No 2 Carl Sagan,"In the legal textbook ""Rules of Evidence"" there is NO paranormal chapter ..."
61ZQHa8kqgE,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics US Civil War Mk 2 Epilogue,have you seen enough of the poisonous casualties that ruin the internet?
0bWSyeK4vm0,UCqDUhDiWJdk3inMxtEPOUWw,pseudoskeptics Extraordinary Evidence available here  for YOU to discuss,"Raised by Zammit is the skeptics refusal to discuss Extraordinary claims, that they are always sloganising about ..."
-2CPxkHtAG8,UCqDUhDiWJdk3inMxtEPOUWw,Pseudoskeptics Dawkins begging an Astrophysicist for help,Intro to a fascinating expose of Dawkins caught begging an astrophysicist for some way out of his predicament.
