title,country,mbfc_page,bias_raw,factual,label,url,channel_id
Newser,US,leftcenter,leftcenter09,High,LC,http://www.newser.com,
Newsy,US,leftcenter,leftcenter10,High,LC,https://www.newsy.com/,UCTln5ss6h6L_xNfMeujfPbg
NPR (National Public Radio),US,leftcenter,leftcenter09,Veryhigh,LC,https://www.npr.org/sections/news/,UCJnS2EsPfv46u1JR8cnD0NA
OC Weekly,US,leftcenter,leftcenter06,High,LC,http://www.ocweekly.com/,UC9HXxZmevp8y0h0cVW28VYA
Occupy Independents,US,leftcenter,leftcenter06,Mixed,LC,https://occupyindependents.com/,
Oil and Water Don't Mix,US,leftcenter,leftcenter10,High,LC,http://www.oilandwaterdontmix.org/,UCMY1ixGQfZeS06KQENCpXtA
Outside The Beltway,US,leftcenter,leftcenter07,High,LC,http://www.outsidethebeltway.com/,
Opposing Views,US,leftcenter,leftcenter02,Mixed,LC,https://www.opposingviews.com/,
Ozy Media,US,leftcenter,leftcenter05,High,LC,http://www.ozy.com/,UCyF0994XbriKL_Vss0fTUMw
Orlando Sentinel,US,leftcenter,leftcenter09,High,LC,https://www.orlandosentinel.com,UC-MCjIJ5Wo61YyzJjC7Mh7w
Palm Beach Daily News,US,leftcenter,leftcenter08,High,LC,https://www.palmbeachdailynews.com/,
Pacific Standard Magazine,US,leftcenter,leftcenter08,High,LC,https://psmag.com/,UCex4lePqxGTCyr1rgKGf_MQ
Philadelphia Inquirer,US,leftcenter,leftcenter07,High,LC,https://www.inquirer.com/,UC8qfIIxRUBEBcEVnqEsLcDw
Patriotic Millionaires,US,leftcenter,leftcenter06,High,LC,https://patrioticmillionaires.org,UC0uEHrdcSSo6mloXnPs9ycA
Philadelphia Tribune,US,leftcenter,leftcenter07,High,LC,https://www.phillytrib.com/,UCaIU-UJWpDScEI9yIukPmDw
PBS NewsHour,US,leftcenter,leftcenter10,Veryhigh,LC,https://www.pbs.org/newshour/,UCgyeJxD05YnoDquRMNBfBqw
Phoenix New Times,US,leftcenter,leftcenter02,High,LC,http://www.phoenixnewtimes.com/,
Philly Voice,US,leftcenter,leftcenter03,High,LC,https://www.phillyvoice.com,UCqV-CJLa5ZBQUcLYlMo0bWw
Politics That Work,US,leftcenter,leftcenter03,MostlyFactual,LC,http://politicsthatwork.com/,UC64ejZ2GdKn9r3b04S7Acjg
Population Connection,US,leftcenter,leftcenter03,High,LC,http://www.populationconnection.org,UClGtv8QBGX05Q8s8a83Xpmg
Polygon,US,leftcenter,leftcenter10,High,LC,https://www.polygon.com/,UCuVxaQDraOja6xKidcmoufA
Portland Press Herald,US,leftcenter,leftcenter05,High,LC,https://www.pressherald.com/,UC0sPBv78fAj46b_AaU159qQ
Portland Tribune,US,leftcenter,leftcenter01,High,LC,https://pamplinmedia.com,UCc98jm0N5xY0b_5zUCnb5Kg
Propublica,US,leftcenter,leftcenter07,High,LC,https://www.propublica.org/,UCtCL58_DaVdVRmev3yHK7pg
Public Radio International (PRI),US,leftcenter,leftcenter05,Veryhigh,LC,https://www.pri.org/,
The Providence Journal,US,leftcenter,leftcenter07,High,LC,https://www.providencejournal.com/,UC4LtLbQFqaCDSEQAMuwC2dw
Public Citizen,US,leftcenter,leftcenter05,High,LC,https://www.citizen.org/,UCZnQ-RftK89U204SBhXLXZA
Radio Free Asia,US,leftcenter,leftcenter07,High,LC,http://www.rfa.org/english/,UCirnBv9qGKCJYZSaWmYGFaQ
Religion News Service (RNS),US,leftcenter,leftcenter07,High,LC,http://religionnews.com,UCaWNn4aFJSqZW9FlN2YJP9g
Raleigh News and Observer,US,leftcenter,leftcenter07,High,LC,https://www.newsobserver.com/,UCASQzDb4SUC0gZNPbwBubIQ
Quartz,US,leftcenter,leftcenter07,High,LC,https://qz.com/,UC9f78Z5hgtDt0n8JWyfBk8Q
Reno Gazette Journal,US,leftcenter,leftcenter10,High,LC,https://www.rgj.com,
Represent.Us,US,leftcenter,leftcenter04,High,LC,https://represent.us/,UCRzgK52MmetD9aG8pDOID3g
Militarist Monitor,US,leftcenter,leftcenter05,High,LC,https://militarist-monitor.org/,
Roanoke Times,US,leftcenter,leftcenter10,High,LC,http://www.roanoke.com/,UCVuU6CezHTOpADgcLZ-tZhw
Reveal - Center for Investigative Reporting,US,leftcenter,leftcenter05,High,LC,https://www.revealnews.org/,UCdmqkUIfXt2cMBOLQsijMFg
RocketNews,US,leftcenter,leftcenter07,Mixed,LC,https://www.rocketnews.com/,
Rock Hill Herald,US,leftcenter,leftcenter06,High,LC,https://www.heraldonline.com/,UCX-7YWAOdZ6P6tPRXeEs49A
Sacramento Bee,US,leftcenter,leftcenter07,High,LC,https://www.sacbee.com,UCosNuCC96Oicg_3CqBCfuRg
Roosevelt Institute,US,leftcenter,leftcenter01,High,LC,https://rooseveltinstitute.org/,UCDXR1A7Bo7q16fcZ6zX-UBA
San Diego Reader,US,leftcenter,leftcenter04,High,LC,https://www.sandiegoreader.com,UCTAkZ_TUCLSRjzGa7FoBK5Q
San Antonio Express News,US,leftcenter,leftcenter09,High,LC,https://www.expressnews.com/,UCAooFMshgmN8IX5yIcO5k-g
Salt Lake Tribune,US,leftcenter,leftcenter09,High,LC,https://www.sltrib.com/,UCZj3_eWQ4f4oHm_x-wsxG7Q
San Francisco Examiner,US,leftcenter,leftcenter05,High,LC,http://www.sfexaminer.com,UCAwnKLwaI5G-WczVDcEjNcw
San Francisco Globe,US,leftcenter,leftcenter07,Mixed,LC,https://sfglobe.com/,UCeFBQmxaVN-grC9sFmz5ucA
San Francisco Chronicle,US,leftcenter,leftcenter04,High,LC,https://www.sfchronicle.com/,UCHNRIjq2A7x5_rF8LtkXdsg
San Jose Mercury News,US,leftcenter,leftcenter06,High,LC,https://www.mercurynews.com/,UCKpv0aXnKBkiU5uiEWAdpgg
Santa Barbara Independent,US,leftcenter,leftcenter06,High,LC,http://www.independent.com/,UCUbGkZ1ZPtMftbVLyIE_73A
San Luis Obispo Tribune,US,leftcenter,leftcenter08,High,LC,https://www.sanluisobispo.com/,UC6WdZQhg1wkZJWCmnDiIeOQ
Sciencing,US,leftcenter,leftcenter10,High,LC,https://sciencing.com/,UCxBJaR9UTLy1i4cSXEgLQnw
Sapiens,US,leftcenter,leftcenter07,High,LC,https://www.sapiens.org,
Seattle Post Intelligencer,US,leftcenter,leftcenter05,High,LC,http://www.seattlepi.com/,UCbesX6X7FbZ9Pqrt4d2i13A
Second Nexus,US,leftcenter,left8,MostlyFactual,L,https://secondnexus.com,UCz6PWAVclhxIDW7-Xc5hJqQ
Sentencing Project,US,leftcenter,leftcenter03,High,LC,https://www.sentencingproject.org/,UCWLMCVr5NPp6k8SGqlybG2A
SFGate,US,leftcenter,leftcenter04,High,LC,http://www.sfgate.com/,UCUPLre1l3r9Y17BE55KuUTA
Seattle Times,US,leftcenter,leftcenter05,High,LC,http://www.seattletimes.com/,UCqC9wT9TI5Va0yWG77-q3IA
Shame Project,US,leftcenter,leftcenter06,High,LC,http://shameproject.com/,
Sojourners (Soho),US,leftcenter,leftcenter06,High,LC,https://sojo.net/,UCr30oQZEu1FqyYKvS2KEx0Q
St. Louis Post Dispatch,US,leftcenter,leftcenter06,High,LC,https://www.stltoday.com/,UCpuP7nSKi6r0VjzxG4DYWpQ
St. Paul Pioneer Press,US,leftcenter,leftcenter10,High,LC,http://www.twincities.com/,UCLKVY6H6OlG4lZoxGXiX12w
Stamford Advocate,US,leftcenter,leftcenter09,High,LC,https://www.stamfordadvocate.com/,UCrQwsuNzVMhhdf4SfHmeNEQ
Sunlight Foundation,US,leftcenter,leftcenter08,High,LC,https://sunlightfoundation.com/,UCDCQQPn-ROl_47x3s9ED84Q
Staten Island Advance,US,leftcenter,leftcenter07,High,LC,http://www.silive.com/,UC1KF4bZvT5iAbAHVv4MuNxg
Star Ledger,US,leftcenter,leftcenter04,High,LC,https://www.nj.com/starledger/,UCUUWDzrkuEztzddaW_sgQbA
Tablet Magazine,US,leftcenter,leftcenter04,High,LC,https://www.tabletmag.com/,UC8nn0FSkCYInO0L1cgrIEqw
Tampa Bay Times,US,leftcenter,leftcenter05,High,LC,https://www.tampabay.com,UCGxjkKvKHq_NcX_UKdDjfOw
Tarbell,US,leftcenter,leftcenter04,High,LC,https://tarbell.org,
TechCrunch,US,leftcenter,leftcenter04,High,LC,https://techcrunch.com,UCCjyq_K1Xwfg8Lndy7lKMpA
Tax Policy Center,US,leftcenter,leftcenter10,High,LC,http://www.taxpolicycenter.org,
Texas Monthly,US,leftcenter,leftcenter06,High,LC,https://www.texasmonthly.com,UC0bIRiJsmjpuhx3tVUepQgg
Techdirt,US,leftcenter,leftcenter04,High,LC,https://www.techdirt.com,UCiMIpyIO691ytJ2zBwrlDDw
Texas Tribune,US,leftcenter,leftcenter06,High,LC,https://www.texastribune.org/,UCt4O2fgybgf4TMSU3bsb8Rg
The Asbury Park Press,US,leftcenter,leftcenter06,High,LC,https://www.app.com,UCK5Or76BSSZ0DDzlgk-QBVA
The Baffler,US,leftcenter,leftcenter05,High,LC,https://thebaffler.com/,
The Bipartisan Press,US,leftcenter,leftcenter05,High,LC,https://www.thebipartisanpress.com,UCD-OpL7VJ-nk8XHpbiU1ErQ
The Center for Economic and Policy Research,US,leftcenter,leftcenter04,High,LC,http://cepr.net,UCQ5-7CUfHe7mZGR7alIOsxA
The Brownsville Herald,US,leftcenter,leftcenter05,High,LC,https://www.brownsvilleherald.com,UCQ-xpL2dvW2yYb4Pkl2NPbw
The Christian Left,US,leftcenter,leftcenter03,,LC,http://www.thechristianleft.org/,UCOWgd2UetD5jDofCGKmwLUA
The Century Foundation,US,leftcenter,leftcenter02,High,LC,https://tcf.org/,UCn_FKi7WrR44IslAtjTwR0g
The City,US,leftcenter,leftcenter08,High,LC,https://thecity.nyc/,
The Colorado Sun,US,leftcenter,leftcenter08,High,LC,https://coloradosun.com/,UCgkeiaMrDM4yqxIRLY82rEw
The Daily Tarheel,US,leftcenter,leftcenter06,,LC,http://www.dailytarheel.com/,UClliVrs2BB0KcOB2XfwQvYg
Louisville Courier Journal,US,leftcenter,leftcenter06,High,LC,https://www.courier-journal.com/,UCf_6xXbjMOeQQ5HWebtcccg
The Daily Climate,US,leftcenter,leftcenter06,,LC,http://www.dailyclimate.org/,UCdyHw5txYPogwDSzDmZ_2Tg
The Express Times (Lehigh Valley),US,leftcenter,leftcenter10,,LC,https://www.lehighvalleylive.com,UCvvMUIEwMB61BJJgSnzwbRA
The Forward,US,leftcenter,leftcenter06,,LC,https://forward.com/,
The Herald (Everett),US,leftcenter,leftcenter10,,LC,http://www.heraldnet.com/,UCtF3fPVk5-TqZyY451GZqSg
The Frontier,US,leftcenter,leftcenter05,,LC,https://www.readfrontier.org,
The Hill Talk,US,leftcenter,leftcenter09,,LC,http://thehilltalk.com,
The Intercept,US,leftcenter,left11,High,L,https://theintercept.com/,UCv002AUCZaPNwiADqwchijg
The Journal News,US,leftcenter,leftcenter06,,LC,http://www.lohud.com/,UCWTnMP3Z9LlMsqXLGgCjE4Q
The Lincoln Project,US,leftcenter,leftcenter09,Mixed,LC,https://lincolnproject.us/,UCpYCxV51bykhMY-wSUozQRg
The List,US,leftcenter,leftcenter09,Mixed,LC,https://www.thelist.com/,UCJ7dtuZhjFSJvb_CZjWJkng
The Nation Institute,US,leftcenter,leftcenter04,,LC,http://www.nationinstitute.org/,
The Moderate Voice,US,leftcenter,leftcenter05,,LC,http://themoderatevoice.com/,
The Motley Fool,US,leftcenter,leftcenter09,High,LC,https://www.fool.com/,UCpRQuynBX9Qy9tPrcswpPag
The New Tropic,US,leftcenter,leftcenter04,,LC,https://thenewtropic.com,
The News Times (Danbury),US,leftcenter,leftcenter08,,LC,https://www.newstimes.com/,
The News Tribune,US,leftcenter,leftcenter08,,LC,http://www.thenewstribune.com/,UC2CMVhcb4-BYjdK23O5cwYA
The Odyssey Online,US,leftcenter,leftcenter02,,LC,https://www.theodysseyonline.com,
The Palm Beach Post,US,leftcenter,leftcenter05,,LC,https://www.palmbeachpost.com,UCN3me_2IdGN5C0QV5PubDlQ
The Olympian,US,leftcenter,leftcenter07,,LC,http://www.theolympian.com,UC8GJ5jSV8_EgTOaJkQkdcIg
The Press Democrat,US,leftcenter,leftcenter09,,LC,http://www.pressdemocrat.com,UCCkiOVS6uGicMDnBzdteosw
The Patriot News,US,leftcenter,leftcenter11,,LC,http://www.pennlive.com/,UC5yvng1eSgffmybUM-51fTw
The Pulse,US,leftcenter,leftcenter03,,LC,http://pulsegulfcoast.com/,
The Plain Dealer,US,leftcenter,leftcenter06,,LC,http://www.cleveland.com/plaindealer/,UCJkc1COQO0WiZ2CI7dRdwAQ
The Record (New Jersey),US,leftcenter,leftcenter08,High,LC,https://www.northjersey.com/,UC_ufKAaFbebpv8wkfl6HbuQ
The Santa Fe New Mexican,US,leftcenter,leftcenter10,,LC,http://www.santafenewmexican.com,UCEujQYrKBJWd1UB-eQHASRQ
The Ringer,US,leftcenter,leftcenter06,,LC,https://www.theringer.com,UCT83YP07yVuaH9J19YABhlw
The State,US,leftcenter,leftcenter06,,LC,http://www.thestate.com/,UCHCs9x1tR421T1Otr_Ohv3w
The State Press (Arizona),US,leftcenter,leftcenter05,High,LC,https://www.statepress.com,UCk43GGPlJyk7a_i5sEzRC7A
The Stranger,US,leftcenter,leftcenter01,,LC,http://www.thestranger.com/,UChrFntRoQsC_mQdv5bW8aQw
The Skimm,US,leftcenter,leftcenter09,,LC,http://www.theskimm.com/,UCF1mBKeoYWluAUr_r3QDcuw
The Sun Magazine,US,leftcenter,leftcenter03,,LC,http://thesunmagazine.org/,
The Trace,US,leftcenter,leftcenter07,,LC,https://www.thetrace.org,
The Verge,US,leftcenter,leftcenter09,High,LC,https://www.theverge.com/,UCddiUEpeqJcYeBxX1IVBKvQ
The Virginian Pilot,US,leftcenter,leftcenter11,,LC,http://pilotonline.com/,UC65jmwvHLoCMBJXnzHrGwiA
The Wilderness Society,US,leftcenter,leftcenter07,,LC,http://wilderness.org/,UCcRCH1Vj-sOV4vCLfin8z2Q
The Zero Hour,US,leftcenter,leftcenter03,,LC,http://www.thisisthezerohour.com/,UCcnNWp-tx3-FaCWV4pMFTAg
TheWrap,US,leftcenter,leftcenter02,Mixed,LC,https://www.thewrap.com,UCn_UP6wdgfFrtm-kuXMAbWg
Thrillist,US,leftcenter,leftcenter04,,LC,https://www.thrillist.com,UCC59s1J7c7zreuvnvLUQ0Xg
Time Magazine,US,leftcenter,leftcenter01,High,LC,https://time.com/,UC8Su5vZCXWRag13H53zWVwA
Timeline,US,leftcenter,leftcenter11,,LC,https://timeline.com,UCQKxdOYeCQ_58a0c_9rpA1A
The Times Picayune,US,leftcenter,leftcenter10,High,LC,https://www.nola.com/,UC5Y52fCWFDJh-4wkgSH4wDQ
TMZ,US,leftcenter,leftcenter04,Mixed,LC,https://www.tmz.com/,UCK7IIV6Q2junGSdYK3BmZMg
To Inform is to Influence,US,leftcenter,leftcenter06,,LC,https://toinformistoinfluence.com/,
Today.com,US,leftcenter,leftcenter06,MostlyFactual,LC,https://www.today.com/,UChDKyKQ59fYz3JO2fl0Z6sg
TomDispatch.com,US,leftcenter,leftcenter05,,LC,http://www.tomdispatch.com/,
Unicorn Riot,US,leftcenter,leftcenter02,,LC,http://www.unicornriot.ninja/,UCeHbMlHDec5NmJfiQXMYGXQ
Union of Concerned Scientists,US,leftcenter,leftcenter04,MostlyFactual,LC,https://www.ucsusa.org,UCgjgtetxJ3ZIMGoS7gAYb2Q
University Business,US,leftcenter,leftcenter10,,LC,https://www.universitybusiness.com/,
Urban Institute,US,leftcenter,leftcenter05,,LC,https://www.urban.org/,UCiODGs5uF-ZdoLTrRXlkv7g
US News World Report,US,leftcenter,leftcenter09,High,LC,https://www.usnews.com/,UCz6ByNrnSVKTyxRV3Y9Rf7Q
United Federation of Teachers (UFT),US,leftcenter,leftcenter05,,LC,http://www.uft.org/,UCLINaMZAlk0t1qsGPTQwSKQ
Utah Public Radio (UPR),US,leftcenter,leftcenter11,,LC,http://upr.org,UCq_BAhmagzGe08kXUyCKq7w
USA Today,US,leftcenter,leftcenter09,High,LC,https://www.usatoday.com,UCP6HGa63sBC7-KHtkme-p-g
Utica Observer Dispatch,US,leftcenter,leftcenter06,,LC,https://www.uticaod.com,UCBTgZnaH_MZa2gubfgG9dwA
Variety Magazine,US,leftcenter,leftcenter07,High,LC,https://variety.com/,UCgRQHK8Ttr1j9xCEpCAlgbQ
Vibe,US,leftcenter,leftcenter01,Mixed,LC,https://www.vibe.com/,
Vice Media,US,leftcenter,leftcenter04,High,LC,https://www.vice.com/,UCn8zNIfYAQNdrFRrr8oibKw
Victoria Advocate,US,leftcenter,leftcenter10,High,LC,https://www.victoriaadvocate.com/,UCPQcqGVDik4tdl6o4qlUJBg
VoteVets.org,US,leftcenter,leftcenter05,,LC,http://www.votevets.org/,UCGwmBKmMT_ShATCfnFm3egw
Virginia Mercury,US,leftcenter,leftcenter04,,LC,https://www.virginiamercury.com,
Vulture,US,leftcenter,leftcenter04,,LC,http://www.vulture.com,UCG-cY3xD3S-oEkdM_5xHMxw
Washington Blade,US,leftcenter,leftcenter03,High,LC,http://www.washingtonblade.com/,UCKp-y6icZ1dK7uugzw0toqA
Washington Post,US,leftcenter,leftcenter04,High,LC,https://www.washingtonpost.com/,UCHd62-u_v4DvJ8TCFtpi4GA
Western Mass News,US,leftcenter,leftcenter10,High,LC,https://www.westernmassnews.com/,UC5IEJQ2WAfueEyjnG3JYNtQ
Washington Monthly,US,leftcenter,leftcenter02,,LC,https://washingtonmonthly.com,UCrPtFeDPm7r4xrk81Nz7jpg
WGN News,US,leftcenter,leftcenter10,,LC,http://wgntv.com/,UCDrLGkZTcNCshOLiKi5NtEw
World Policy Institute,US,leftcenter,leftcenter04,,LC,http://www.worldpolicy.org/,
Wired Magazine,US,leftcenter,leftcenter07,High,LC,https://www.wired.com/,UCftwRNsjfRo08xYE31tkiyw
WNYC,US,leftcenter,leftcenter07,,LC,http://www.wnyc.org/,UCbysmY4hyViQAAYEzOR-uCQ
Woodrow Wilson International Center for Scholars,US,leftcenter,leftcenter09,High,LC,https://www.wilsoncenter.org/,UCckWkzE1dVhYCtAVrs3sC0g
WSVN.com,US,leftcenter,leftcenter10,,LC,https://wsvn.com,UCnquIO-KeazvWWR38jvdu0A
YaleGlobal Online,US,leftcenter,leftcenter09,,LC,https://yaleglobal.yale.edu,
York Dispatch,US,leftcenter,leftcenter10,,LC,https://www.yorkdispatch.com,UCY0yRyDVJQAOOVNtTc4Jv8A
Yahoo News,US,leftcenter,leftcenter06,High,LC,https://news.yahoo.com/,UCKY1msUI1iVtnKHPaLOsiQg
York Daily Record,US,leftcenter,leftcenter11,,LC,http://www.ydr.com/,UCt7PYZV66BdJkoAUtgnRKFw
Youth Radio,US,leftcenter,leftcenter08,,LC,https://youthradio.org/,
9News KUSA,US,center,leastbiased03,High,C,https://www.9news.com/,UC72nbKQLSDyiSARhg0Ywj4w
12 News (KPNX),US,center,leastbiased03,High,C,https://www.12news.com/,UCu7G08TrwPx_0WH4M7OxjIQ
1010 Wins AM,US,center,leastbiased03,High,C,https://1010wins.radio.com/,UCbD4USIyNGKCdL3cWah1GGg
38 North,US,center,leastbiased07,High,C,https://www.38north.org,UCqGTB2EQ5rBTFi32gxTtzdw
ABC7Chicago.com,US,center,leastbiased04,High,C,https://abc7chicago.com/,UC_vFLohxs5PkAxlk7Y6jEtw
ABC12 News (WJRT),US,center,leastbiased03,High,C,https://www.abc12.com/,
ActionNewsJax.com,US,center,leastbiased03,High,C,https://www.actionnewsjax.com/,UC5mg__JG9m5lypJUZbcWTOw
Ad Fontes Media,US,center,leastbiased03,High,C,https://www.adfontesmedia.com/,UCdkMUzIIVD4nJfw0b5pRT_g
Adweek,US,center,leastbiased04,High,C,https://www.adweek.com/,UCKhCJRTHHLuW2iW7XQtcfyQ
AgDaily,US,center,leastbiased08,High,C,https://www.agdaily.com/,UCYsaHy0dRACXpaPcoNJe5yA
AgWeb,US,center,leastbiased03,High,C,https://www.agweb.com/,
Air Force Times,US,center,leastbiased06,High,C,https://www.airforcetimes.com/,
Alabama Political Reporter,US,center,leastbiased07,High,C,https://www.alreporter.com/,UCsCo__V-uX9-yB0nhTni4Tg
Alabama Today,US,center,leastbiased04,High,C,https://altoday.com/,UC0ZEfs4W2MBh_4Vzp8tDYdw
Albany Democrat Herald,US,center,leastbiased04,High,C,https://democratherald.com/,
Alliance for Securing Democracy,US,center,leastbiased08,High,C,https://securingdemocracy.gmfus.org/,UCsqohhQRKZewaJmeQIOd7AQ
Amarillo Globe News,US,center,leastbiased08,High,C,https://www.amarillo.com,UCvD8b5XSJugKWimDGVy4yMQ
American Heritage,US,center,leastbiased07,High,C,https://www.americanheritage.com,UCr1mKx5-3B3m9V47CkU3OGQ
American Press Institute (API),US,center,leastbiased04,Veryhigh,C,https://www.americanpressinstitute.org,UCzfsL_vEv-2LpaL2B757Euw
American Military News,US,center,leastbiased08,MostlyFactual,C,https://americanmilitarynews.com,UC2hl4acBta0JrsPRLpj2v_Q
Anderson Independent Mail,US,center,leastbiased03,High,C,https://www.independentmail.com/,UC1JaWxosL7LG7JoArkGoP_g
Army Times,US,center,leastbiased02,High,C,https://www.armytimes.com,
Arizona Capitol Times,US,center,leastbiased05,High,C,https://azcapitoltimes.com/,
Arc Digital,US,center,leastbiased07,High,C,https://arcdigital.media/,UCgAnid_hFZ47lDS3tng6ZTw
Asheboro Courier Tribune,US,center,leastbiased08,High,C,https://www.courier-tribune.com/,UCYLycjM5ngsUFZFsvE9T71g
Ars Technica,US,center,leastbiased03,High,C,https://arstechnica.com,UCCDU1fsmgvWljcW2aodfJsA
Associated Press,US,center,leastbiased01,Veryhigh,C,https://apnews.com/,UC52X5wxOL_s5yw0dQk7NtgA
Atlas Obscura,US,center,leastbiased05,High,C,https://www.atlasobscura.com/,UCKnEAhIjPrJs1iTIhonzHwQ
azfamily.com,US,center,leastbiased03,High,C,https://www.azfamily.com/,UCIrgpHvUm1FMtv-C1xwkJtw
Ballotpedia,US,center,leastbiased05,Veryhigh,C,https://ballotpedia.org/Main_Page,UC71Fe_0mTWNZaARqJ-uqzCA
The Belfer Center for Science and International Affairs,US,center,leastbiased07,High,C,http://www.belfercenter.org/,UCajgcgjxXLZ_z817H5JnOzQ
The Baxter Bulletin,US,center,leastbiased04,High,C,https://www.baxterbulletin.com,
Belleville News Democrat,US,center,leastbiased02,High,C,https://www.bnd.com/,UCAJjqXbGLRavOcDSYTi0vIQ
Better Government Association,US,center,leastbiased01,High,C,https://www.bettergov.org/,UC5O_4r7qIR0wJqDWGwArwrQ
Bellingcat,US,center,leastbiased06,High,C,https://www.bellingcat.com/,UCFl-GzKYeCW3iWjnQDuxzAA
Biloxi Sun Herald,US,center,leastbiased03,High,C,http://sunherald.com,UCdDd6LgfG_boD2rlOvp0qjg
Big Think,US,center,leastbiased04,High,C,https://bigthink.com/,UCvQECJukTDE2i6aCoMnS-Vg
Bismarck Tribune,US,center,leastbiased07,High,C,https://bismarcktribune.com/,UCnePasizvSwS4wL806z1HPQ
Bleeping Computer,US,center,leastbiased05,High,C,https://www.bleepingcomputer.com,UCTU0ZJQ8Lqslww0R9Xk0sJg
Bozeman Daily Chronicle,US,center,leastbiased04,High,C,https://www.bozemandailychronicle.com/,UCwsoO3uFkgb5RTmMsxmOvDw
Bridge Magazine,US,center,leastbiased04,High,C,http://www.bridgemi.com,
Bullshido,US,center,leastbiased03,High,C,https://www.bullshido.net/,UCiSkNsw3bNy4giTaryDi7DA
Bulletin of the Atomic Scientists,US,center,leastbiased01,Veryhigh,C,https://thebulletin.org/,UCaeUKy8bDzOu2DH5c006NbQ
Bring Me The News,US,center,leastbiased03,High,C,https://bringmethenews.com/,UC8shf8HKpyoa-MebNkx_Euw
Burnett County Sentinel,US,center,leastbiased03,MostlyFactual,C,http://www.burnettcountysentinel.com,
Business 2 Community,US,center,leastbiased04,High,C,https://www.business2community.com/,UCXar0zDq7oxsXVI2QlS4tUQ
C-SPAN,US,center,leastbiased05,Veryhigh,C,https://www.c-span.org/,UCb--64Gl51jIEVE-GLDAVTg
Capitol Fax,US,center,leastbiased03,High,C,https://capitolfax.com,UCUkDXv9tkPOsYeTN5teW0yQ
Cape Cod Times,US,center,leastbiased02,High,C,http://www.capecodtimes.com,
Casper Star Tribune,US,center,leastbiased07,High,C,https://trib.com/,UCMpLHTtHhwgX6mUasWnMT1A
Center for Democracy and Technology,US,center,leastbiased04,High,C,https://cdt.org,UCSwjPYZk6nRieQMWISwcS3Q
CBS Philly (KYW TV),US,center,leastbiased03,High,C,https://philadelphia.cbslocal.com/,
Center for Responsive Politics (Open Secrets),US,center,leastbiased05,,C,http://www.opensecrets.org/,UCyX32_Oal5pPG1vXTgyenQQ
Center for Strategic and International Studies,US,center,leastbiased02,Veryhigh,C,https://www.csis.org/,UCr5jq6MC_VCe1c5ciIZtk_w
Charity Navigator,US,center,leastbiased05,Veryhigh,C,https://www.charitynavigator.org/,UC3lOj_CLjPkMtO2gWUkhDcA
Times Free Press,US,center,leastbiased03,,C,https://www.timesfreepress.com,UCE0UPDWdE4YVkaS7rZS1F5w
Christian Science Monitor,US,center,leastbiased02,High,C,http://www.csmonitor.com/,UCTdvpZLANeVfpckUBQD7lCQ
Chinook Observer,US,center,leastbiased02,High,C,https://www.chinookobserver.com,UCtWa0pNe_HkxnPMA31a92EQ
City and State New York,US,center,leastbiased03,High,C,http://cityandstateny.com/,UCURqJEezGNkNQISHMy8fwHg
CNET,US,center,leastbiased04,High,C,https://www.cnet.com/,UCOmcA3f_RrH6b9NmcNa4tdg
Committee for Economic Development,US,center,leastbiased09,High,C,https://www.ced.org/,UCp9-Nl5BxUkSwJnW8fAz3DQ
Committee to Protect Journalists,US,center,leastbiased04,Veryhigh,C,https://www.cpj.org/,UCJ6Fa7MQH9-3yBFwYUZRJMQ
Concord Monitor,US,center,leastbiased02,High,C,https://www.concordmonitor.com,UCpIIsfqRWz9MwJe3lX4z5pQ
Congressional Budget Office (CBO),US,center,leastbiased05,Veryhigh,C,https://www.cbo.gov/,UCYDAVKPWIe3O1lH-GTTwnGw
Congress.gov,US,center,leastbiased05,Veryhigh,C,https://www.congress.gov/,
Constitution Daily,US,center,leastbiased07,High,C,https://constitutioncenter.org,UCoAU4X6DUZSt5n6aI74Hw0A
Consumer Reports,US,center,leastbiased05,High,C,https://www.consumerreports.org,UCOClvgLYa7g75eIaTdwj_vg
Consumerist,US,center,leastbiased03,High,C,https://consumerist.com/,
Cook Political Report,US,center,leastbiased04,High,C,https://cookpolitical.com/,UCkA-gHiuO6YlsAcdLN9Rmbg
Council on Foreign Relations,US,center,leastbiased02,High,C,https://www.cfr.org/,UCL_A4jkwvKuMyToAPy3FQKQ
Coronavirus.gov,US,center,leastbiased07,High,C,https://www.coronavirus.gov/,
Countable,US,center,leastbiased02,High,C,https://www.countable.us,UCEvlaFEvZOgTfNnz1z4PCGA
Courthouse News Service,US,center,leastbiased05,High,C,https://www.courthousenews.com,
The Covid Tracking Project,US,center,leastbiased04,High,C,https://covidtracking.com/,
Crimeola,US,center,leastbiased05,High,C,https://crimeola.com,
D.C. Circuit Breaker,US,center,leastbiased04,High,C,https://dccircuitbreaker.org,
Daily Camera,US,center,leastbiased07,High,C,https://www.dailycamera.com,UCs9aSKaF-QmkEIIyN84A4yw
Daily Journal (Illinois),US,center,leastbiased07,High,C,http://www.daily-journal.com,UCbcbvHb1zrEU4g4mKR2p5CA
Daily Journal (Missouri),US,center,leastbiased03,High,C,https://dailyjournalonline.com,UC3VVBn2wHt6AUCoyj-8bBAQ
Dayton Daily News,US,center,leastbiased01,High,C,https://www.daytondailynews.com,
