RELEVANT_IMPRESSIONS_DAILY,FROM_IDEOLOGY,TO_IDEOLOGY,FROM_MEDIA,TO_MEDIA,FROM_LR,TO_LR
261.754796896,Center/Left MSM,Libertarian,Missing Link Media,YouTube,C,R
367.467173061,Partisan Right,Partisan Left,YouTube,Mainstream Media,R,C
372.058069229,Social Justice,Anti-SJW,YouTube,YouTube,C,C
0.2382274979,Unclassified,Conspiracy,Mainstream Media,YouTube,R,L
70.830275024,Partisan Right,Anti-theist,Missing Link Media,YouTube,R,C
89.442255842,MRA,Conspiracy,YouTube,YouTube,C,R
61.788605584,Center/Left MSM,Conspiracy,Mainstream Media,YouTube,C,L
1.956942767,Socialist,Unclassified,YouTube,YouTube,C,R
331.408164685,Partisan Left,Partisan Left,Mainstream Media,Mainstream Media,C,L
8576.64769575,Social Justice,Conspiracy,Missing Link Media,YouTube,L,C
327.054114964,Libertarian,Partisan Left,YouTube,YouTube,R,C
434.414389596,Center/Left MSM,Center/Left MSM,Missing Link Media,Mainstream Media,L,L
735.8190751,Religious Conservative,Center/Left MSM,YouTube,Mainstream Media,C,C
0,,Black,,YouTube,,R
10.655009089,Black,Conspiracy,YouTube,YouTube,R,C
105540.702729269,Partisan Right,Unclassified,Mainstream Media,Mainstream Media,R,R
0,,Anti-theist,,YouTube,,R
365.082231814,Social Justice,Anti-theist,Mainstream Media,YouTube,L,L
22.18263199,Unclassified,Partisan Right,YouTube,Mainstream Media,C,C
13259.756432194,Center/Left MSM,Anti-SJW,Missing Link Media,YouTube,C,R
4.085707304,Anti-SJW,Black,YouTube,YouTube,R,R
180.084264584,Unclassified,Libertarian,YouTube,YouTube,L,C
115.976550727,White Identitarian,MRA,YouTube,YouTube,R,C
202.333367332,Anti-SJW,Partisan Left,YouTube,Mainstream Media,R,C
78.515859602,Black,Religious Conservative,YouTube,YouTube,R,R
385.215257502,Unclassified,Religious Conservative,Mainstream Media,Missing Link Media,R,R
27.511624354,Partisan Left,Anti-theist,YouTube,YouTube,C,C
16.383750622,LGBT,LGBT,YouTube,YouTube,C,L
8.423069483,Center/Left MSM,QAnon,Mainstream Media,YouTube,C,C
20734.154409865,Social Justice,Unclassified,Missing Link Media,Mainstream Media,L,R
1024.994724983,Center/Left MSM,Anti-SJW,Missing Link Media,YouTube,C,C
72.387011911,Religious Conservative,Anti-SJW,YouTube,YouTube,R,L
135.311654767,Social Justice,MRA,Mainstream Media,YouTube,L,R
25.932324898,Conspiracy,Socialist,YouTube,YouTube,R,C
5388.300608783,Unclassified,Socialist,Mainstream Media,YouTube,R,L
43.053208105,Conspiracy,White Identitarian,YouTube,YouTube,C,R
2.258240211,Unclassified,Center/Left MSM,YouTube,Missing Link Media,L,L
90.889491952,Social Justice,Partisan Left,YouTube,Mainstream Media,L,C
42.538769823,MRA,Libertarian,YouTube,YouTube,R,C
86.763428746,Religious Conservative,Social Justice,YouTube,Mainstream Media,C,L
0.7626671266,Partisan Left,QAnon,YouTube,YouTube,C,R
2.843858573,Social Justice,Black,YouTube,YouTube,L,R
0.4857320099,Center/Left MSM,LGBT,Mainstream Media,YouTube,L,C
1.401461493,Unclassified,LGBT,YouTube,YouTube,R,L
922.653755121,Center/Left MSM,MRA,Missing Link Media,YouTube,C,R
308.610242811,Partisan Left,Conspiracy,Mainstream Media,YouTube,L,L
4020.452551668,Religious Conservative,Anti-SJW,Missing Link Media,Missing Link Media,R,R
0.0006203473945,Unclassified,MRA,Mainstream Media,YouTube,R,C
0.03288863027,LGBT,QAnon,YouTube,YouTube,C,R
100.259400874,Center/Left MSM,Anti-theist,Missing Link Media,YouTube,C,C
0,Unclassified,Conspiracy,Mainstream Media,YouTube,L,R
0.6837433499,Libertarian,White Identitarian,YouTube,YouTube,C,R
36.258473313,Social Justice,Social Justice,Missing Link Media,YouTube,L,C
0.9541155707,Unclassified,Anti-theist,Mainstream Media,YouTube,R,L
0,Social Justice,QAnon,Mainstream Media,YouTube,L,C
8.209704385,Partisan Right,Center/Left MSM,Mainstream Media,Missing Link Media,R,L
1.653058109,Partisan Right,QAnon,YouTube,YouTube,C,R
679.539041261,Center/Left MSM,Libertarian,Missing Link Media,YouTube,C,C
702.00413475,Religious Conservative,Anti-theist,YouTube,YouTube,C,L
1.695075343,Partisan Right,Socialist,Mainstream Media,YouTube,C,L
1.856388846,Center/Left MSM,Black,Missing Link Media,YouTube,C,L
130.032498998,Religious Conservative,Black,Missing Link Media,YouTube,R,L
0,Partisan Right,Black,Mainstream Media,YouTube,R,R
9.390347903,Anti-SJW,Libertarian,YouTube,YouTube,L,C
6.397605311,Anti-SJW,Partisan Left,YouTube,Mainstream Media,C,C
0.8986594169,Libertarian,LGBT,YouTube,YouTube,R,C
0.9195507432,Partisan Left,Religious Conservative,Mainstream Media,YouTube,C,R
0,Social Justice,Anti-theist,Mainstream Media,YouTube,L,R
0.7960247395,MRA,Center/Left MSM,YouTube,Missing Link Media,R,L
21.567083002,Religious Conservative,Unclassified,YouTube,Mainstream Media,R,L
27.108706759,Black,Unclassified,YouTube,YouTube,R,C
0,Unclassified,Black,Mainstream Media,YouTube,L,C
0,Center/Left MSM,MRA,Missing Link Media,YouTube,L,C
162.809464022,Anti-SJW,LGBT,YouTube,YouTube,L,L
101.094156799,Anti-SJW,Anti-theist,Missing Link Media,YouTube,R,C
8.5446176,Anti-theist,Conspiracy,YouTube,YouTube,R,R
0.789269335,Partisan Right,Libertarian,YouTube,YouTube,C,C
21047.473678543,Social Justice,Unclassified,Mainstream Media,Mainstream Media,L,L
1.420256253,Social Justice,LGBT,Missing Link Media,YouTube,L,C
0,Religious Conservative,Partisan Right,YouTube,Mainstream Media,C,C
4.84921031,Anti-SJW,Social Justice,YouTube,YouTube,L,C
3.7158618,Libertarian,MRA,YouTube,YouTube,C,C
29.890622742,Libertarian,Anti-theist,YouTube,YouTube,C,L
2.639125717,Black,Center/Left MSM,YouTube,Missing Link Media,C,L
24.172184591,White Identitarian,QAnon,YouTube,YouTube,R,C
6.688936663,Conspiracy,Partisan Right,YouTube,Missing Link Media,L,R
20.679709566,Religious Conservative,LGBT,Missing Link Media,YouTube,R,L
1.562782168,Libertarian,QAnon,YouTube,YouTube,R,C
17.45703165,Center/Left MSM,Center/Left MSM,Missing Link Media,Missing Link Media,L,C
0.007444168734,Partisan Left,Center/Left MSM,YouTube,Missing Link Media,C,L
0,Black,White Identitarian,YouTube,YouTube,R,R
162.166572193,Partisan Right,Unclassified,Mainstream Media,Mainstream Media,R,L
100.360138509,Religious Conservative,Anti-SJW,YouTube,YouTube,C,L
0,Partisan Left,Conspiracy,YouTube,YouTube,C,L
835.703372083,Anti-SJW,Religious Conservative,YouTube,YouTube,L,C
18.721171155,QAnon,Black,YouTube,YouTube,C,C
0.7634600738,Black,Unclassified,YouTube,YouTube,R,R
10.707698074,Black,Partisan Right,YouTube,Mainstream Media,R,R
0.1654951898,Religious Conservative,LGBT,YouTube,YouTube,R,C
3.574383164,MRA,Anti-SJW,YouTube,Missing Link Media,C,R
0.157096273,Libertarian,Partisan Left,YouTube,Mainstream Media,C,C
0.4322028952,Anti-theist,QAnon,YouTube,YouTube,R,R
0,MRA,Partisan Right,YouTube,Mainstream Media,R,C
0,Partisan Left,Religious Conservative,Mainstream Media,Missing Link Media,C,R
0,Unclassified,Libertarian,Mainstream Media,YouTube,L,R
0.4008514764,White Identitarian,Partisan Right,YouTube,Mainstream Media,R,C
0.1652582233,MRA,Black,YouTube,YouTube,C,R
0.4584388983,LGBT,Black,YouTube,YouTube,C,L
0,Anti-SJW,QAnon,YouTube,YouTube,L,C
0.2433297767,White Identitarian,Unclassified,YouTube,Mainstream Media,R,L
3.286649975,Partisan Left,Partisan Right,YouTube,YouTube,C,C
0,Partisan Left,MRA,Mainstream Media,YouTube,C,C
0,Unclassified,Black,Mainstream Media,YouTube,R,R
1.756058462,Conspiracy,Social Justice,YouTube,YouTube,L,C
0.08271298594,Unclassified,Unclassified,Mainstream Media,Mainstream Media,R,L
0.5806451613,Center/Left MSM,Partisan Left,Missing Link Media,YouTube,L,C
0.01346186973,Black,Unclassified,YouTube,Mainstream Media,R,R
0,Partisan Right,QAnon,Mainstream Media,YouTube,C,C
0.2413151365,Partisan Right,Socialist,Missing Link Media,YouTube,R,C
0,Black,QAnon,YouTube,YouTube,R,C
0.194044665,LGBT,Religious Conservative,YouTube,Missing Link Media,C,R
0,White Identitarian,LGBT,YouTube,YouTube,R,C
0.5685646154,Libertarian,Unclassified,YouTube,Mainstream Media,C,L
2.913278597,,QAnon,,YouTube,,R
239.228293601,,Black,,YouTube,,C
317449.954385767,Center/Left MSM,Partisan Left,Mainstream Media,YouTube,C,L
1242.916709669,Social Justice,Conspiracy,Mainstream Media,YouTube,L,R
371418.620828985,Conspiracy,Anti-SJW,YouTube,YouTube,R,R
126428.576632869,Religious Conservative,Conspiracy,YouTube,YouTube,R,R
2547.919888565,Center/Left MSM,Anti-SJW,Mainstream Media,Missing Link Media,C,R
12500.364273999,Unclassified,Anti-SJW,YouTube,YouTube,L,R
1575473.29275532,Partisan Left,Center/Left MSM,YouTube,Mainstream Media,L,C
2196891.89653862,Religious Conservative,,YouTube,,R,
2472070.10276121,Anti-SJW,Anti-SJW,YouTube,YouTube,R,C
120965.083105427,Unclassified,Anti-SJW,YouTube,YouTube,C,R
1809354.013147,Center/Left MSM,Unclassified,Mainstream Media,YouTube,C,C
9962266.2721024,Partisan Right,,YouTube,,R,
726396.06757687,Unclassified,Unclassified,YouTube,YouTube,L,L
322174.837996966,Partisan Left,Anti-SJW,YouTube,YouTube,L,C
1030.44486232,Unclassified,Conspiracy,YouTube,YouTube,L,R
846589.595761268,Black,,YouTube,,L,
768618.038899991,Social Justice,Social Justice,YouTube,Mainstream Media,L,L
452015.215616233,Partisan Right,Religious Conservative,YouTube,YouTube,R,R
0.256617273,,Partisan Right,,YouTube,,C
10163.989146472,Anti-SJW,QAnon,YouTube,YouTube,R,R
270357.544581423,Unclassified,Unclassified,YouTube,YouTube,R,C
5656628.75012776,Partisan Left,Partisan Left,YouTube,YouTube,L,L
28629237.0739385,Partisan Right,Partisan Right,Mainstream Media,Mainstream Media,R,R
327337.93201937,Partisan Right,Anti-SJW,Mainstream Media,YouTube,R,R
124614.736457448,Conspiracy,Center/Left MSM,YouTube,Mainstream Media,C,L
10229455.082496,Center/Left MSM,Partisan Left,Mainstream Media,Mainstream Media,C,L
50.689306382,Center/Left MSM,Anti-SJW,Mainstream Media,YouTube,C,L
15150.171915739,Social Justice,Unclassified,YouTube,YouTube,L,R
226168.877316913,Social Justice,Center/Left MSM,YouTube,Mainstream Media,L,L
11139.382126887,Partisan Left,Religious Conservative,YouTube,YouTube,L,R
54281.095189495,Partisan Left,Unclassified,Mainstream Media,YouTube,L,L
1794860.2625156,Partisan Left,Social Justice,YouTube,Mainstream Media,L,L
51449.42720942,Conspiracy,QAnon,YouTube,YouTube,R,R
53.473663175,Center/Left MSM,Partisan Right,Mainstream Media,YouTube,L,C
351.009575516,Unclassified,Black,YouTube,YouTube,R,C
14300.761791678,Unclassified,Partisan Left,YouTube,YouTube,R,L
9779.895582123,Anti-SJW,Religious Conservative,YouTube,YouTube,C,R
4694.070601098,Partisan Left,MRA,Mainstream Media,YouTube,L,R
0,Center/Left MSM,Anti-theist,Mainstream Media,YouTube,C,R
12780.542698551,Unclassified,Social Justice,YouTube,YouTube,R,L
427773.477181183,Unclassified,Social Justice,YouTube,Mainstream Media,C,L
26957.268420627,Social Justice,Unclassified,Mainstream Media,YouTube,L,L
4004.523097154,Anti-theist,Unclassified,YouTube,YouTube,C,R
4565.362271506,Unclassified,Partisan Right,YouTube,Missing Link Media,C,R
95774.213379471,Black,Unclassified,YouTube,YouTube,C,C
12249.230571672,Partisan Right,Anti-SJW,YouTube,Missing Link Media,R,R
5590.549407406,Partisan Left,Anti-theist,YouTube,YouTube,L,C
32269.423656948,Unclassified,Center/Left MSM,YouTube,Mainstream Media,L,L
15433.290296339,Religious Conservative,Partisan Right,Missing Link Media,Missing Link Media,R,R
5504.735661211,Unclassified,Anti-SJW,Mainstream Media,YouTube,R,C
2137.244546521,Partisan Right,Partisan Left,YouTube,YouTube,R,C
32818.719375278,Libertarian,Unclassified,YouTube,YouTube,C,R
7.223421608,Black,Anti-SJW,YouTube,YouTube,R,R
104.072020336,Religious Conservative,Socialist,YouTube,YouTube,C,L
1038.203323274,Socialist,,YouTube,,C,
16.086277558,Conspiracy,Center/Left MSM,YouTube,Missing Link Media,R,L
130.755825471,Anti-theist,Unclassified,YouTube,Mainstream Media,L,R
18.154861562,Unclassified,Partisan Right,Mainstream Media,YouTube,L,R
394.319431355,LGBT,Center/Left MSM,YouTube,Mainstream Media,L,L
24932.314494929,Social Justice,Anti-SJW,Missing Link Media,YouTube,L,R
6869635.79164983,Center/Left MSM,Center/Left MSM,Mainstream Media,Mainstream Media,C,L
4843382.244131,Partisan Right,Partisan Right,YouTube,YouTube,R,R
220064.808175779,QAnon,Partisan Right,YouTube,YouTube,R,R
145231.593264002,Partisan Right,Religious Conservative,Mainstream Media,YouTube,R,R
14516.65790188,Libertarian,Religious Conservative,YouTube,YouTube,R,R
3873413.31880481,Partisan Left,Center/Left MSM,Mainstream Media,Mainstream Media,L,L
397882.997529898,Unclassified,Center/Left MSM,YouTube,Mainstream Media,C,L
386137.438586168,Partisan Left,Center/Left MSM,YouTube,Mainstream Media,L,L
158955.95600239,Partisan Right,Partisan Left,Mainstream Media,YouTube,R,L
0.4655827965,,Religious Conservative,,YouTube,,C
75061.046208701,Unclassified,Center/Left MSM,YouTube,Mainstream Media,L,C
2043.046941354,Partisan Left,Libertarian,Mainstream Media,YouTube,L,C
7529.22000633,Social Justice,Black,YouTube,YouTube,L,C
2377.438779841,Center/Left MSM,Anti-theist,Mainstream Media,YouTube,L,C
596963.671776391,Partisan Left,Social Justice,Mainstream Media,Missing Link Media,L,L
13737.828767524,Social Justice,Libertarian,Missing Link Media,YouTube,L,R
27820.358194513,Partisan Left,Unclassified,YouTube,Mainstream Media,L,R
143.982003063,Unclassified,White Identitarian,YouTube,YouTube,L,R
57552.550072768,Anti-SJW,MRA,YouTube,YouTube,R,R
41737.334486562,Unclassified,Social Justice,YouTube,Mainstream Media,L,L
109.858078996,Religious Conservative,Partisan Left,YouTube,YouTube,C,L
23722.468660994,Partisan Right,,YouTube,,C,
1220.754398979,Religious Conservative,MRA,YouTube,YouTube,R,R
77457.292042009,Black,Center/Left MSM,YouTube,Mainstream Media,L,C
48608.956171936,Center/Left MSM,Center/Left MSM,Mainstream Media,Missing Link Media,C,C
330.09046927,Social Justice,QAnon,Missing Link Media,YouTube,L,R
3530.398958962,Black,Anti-SJW,YouTube,YouTube,L,C
3398.590418229,Center/Left MSM,Partisan Right,Mainstream Media,Missing Link Media,L,R
0,Unclassified,Anti-theist,YouTube,YouTube,C,R
705573.191665079,Anti-theist,Anti-theist,YouTube,YouTube,L,L
3.28483496,Religious Conservative,QAnon,YouTube,YouTube,C,R
268448.052774799,Social Justice,Social Justice,Missing Link Media,YouTube,L,L
19257.457513675,Religious Conservative,Socialist,YouTube,YouTube,R,L
169034.727647022,QAnon,Libertarian,YouTube,YouTube,R,R
509840.801132841,Social Justice,Partisan Right,Missing Link Media,Mainstream Media,L,R
1486.797822427,Unclassified,Religious Conservative,YouTube,Missing Link Media,C,R
1.968601305,Socialist,Conspiracy,YouTube,YouTube,C,R
4441.064439599,Anti-SJW,Black,YouTube,YouTube,C,L
2678.058650548,Socialist,Partisan Left,YouTube,YouTube,L,C
18404.163292025,QAnon,Unclassified,YouTube,YouTube,R,R
11745.591846257,Center/Left MSM,Religious Conservative,Mainstream Media,YouTube,C,C
2573.295060043,Religious Conservative,Anti-theist,YouTube,YouTube,R,L
18.623686927,Unclassified,Anti-theist,Mainstream Media,YouTube,R,C
4583.229431721,Partisan Right,Conspiracy,Missing Link Media,YouTube,R,C
973.889457791,Unclassified,Anti-theist,YouTube,YouTube,L,C
410.067437392,Unclassified,Black,YouTube,YouTube,R,L
1.31450753,Religious Conservative,LGBT,YouTube,YouTube,R,L
83.610688364,Religious Conservative,Anti-SJW,YouTube,YouTube,C,C
162.296719073,Religious Conservative,Social Justice,YouTube,YouTube,C,L
1153.217901807,Conspiracy,Anti-SJW,YouTube,Missing Link Media,R,R
75.538036517,Religious Conservative,Anti-theist,Missing Link Media,YouTube,R,L
7260.894039892,Unclassified,Social Justice,YouTube,Missing Link Media,R,L
2604.731734189,Black,Libertarian,YouTube,YouTube,L,R
821.227349566,MRA,Partisan Right,YouTube,Missing Link Media,R,R
7253.177333436,Religious Conservative,Unclassified,Missing Link Media,Mainstream Media,R,R
267906.181118054,Social Justice,Partisan Right,Mainstream Media,Mainstream Media,L,R
6.176317498,Social Justice,Black,YouTube,YouTube,C,L
24361.186492982,Center/Left MSM,Center/Left MSM,Mainstream Media,Missing Link Media,L,C
49.775788378,LGBT,Conspiracy,YouTube,YouTube,L,R
84.579787656,Unclassified,Social Justice,YouTube,YouTube,R,C
184.271927346,Anti-theist,Anti-SJW,YouTube,YouTube,C,L
42.048100045,Anti-theist,Social Justice,YouTube,YouTube,C,C
17308.978695734,White Identitarian,Partisan Left,YouTube,Mainstream Media,R,L
671.228040736,QAnon,Anti-theist,YouTube,YouTube,R,L
14413.490889508,QAnon,Unclassified,YouTube,Mainstream Media,R,R
518.483322852,Anti-SJW,Conspiracy,Missing Link Media,YouTube,R,C
0.003671112903,Unclassified,Anti-theist,YouTube,YouTube,R,R
2246.104053658,LGBT,Partisan Left,YouTube,YouTube,L,L
2526.717358297,Social Justice,Religious Conservative,YouTube,Missing Link Media,L,R
0,Religious Conservative,Anti-theist,Missing Link Media,YouTube,R,R
197.86705705,Libertarian,Partisan Right,YouTube,Missing Link Media,C,R
5521.513471663,Anti-SJW,Religious Conservative,Missing Link Media,Missing Link Media,R,R
47.285389347,Social Justice,Conspiracy,YouTube,YouTube,L,L
876.524092501,Partisan Left,Partisan Left,Mainstream Media,Mainstream Media,C,C
8.540755433,Anti-theist,Partisan Left,YouTube,YouTube,C,C
3248.59062434,Socialist,Socialist,YouTube,YouTube,C,C
12.799520447,Partisan Right,Unclassified,YouTube,YouTube,C,R
4.916804075,Unclassified,Partisan Left,YouTube,Mainstream Media,R,C
16.957372127,MRA,White Identitarian,YouTube,YouTube,C,R
14.40843095,LGBT,Partisan Left,YouTube,YouTube,C,L
3247.199825146,LGBT,LGBT,YouTube,YouTube,C,C
576.160895309,Libertarian,Religious Conservative,YouTube,YouTube,R,C
1779.416124634,Conspiracy,Partisan Left,YouTube,Mainstream Media,L,L
3129.77777646,Center/Left MSM,Unclassified,Mainstream Media,Mainstream Media,L,L
557.903259317,Conspiracy,Center/Left MSM,YouTube,Mainstream Media,L,L
54.611812237,LGBT,Socialist,YouTube,YouTube,C,L
7.184576663,Center/Left MSM,Anti-SJW,Missing Link Media,YouTube,L,C
135366.474292012,Center/Left MSM,Libertarian,Mainstream Media,YouTube,C,R
111078.465403686,Partisan Left,Unclassified,Mainstream Media,YouTube,L,R
5007.631298261,Anti-theist,Partisan Right,YouTube,YouTube,C,R
2875.491617209,Social Justice,Conspiracy,Missing Link Media,YouTube,L,R
104198.152284097,MRA,Partisan Right,YouTube,Mainstream Media,R,R
447.842844612,Conspiracy,Social Justice,YouTube,YouTube,R,C
4156.321547232,Center/Left MSM,Black,Mainstream Media,YouTube,L,L
28.285384426,Anti-SJW,Libertarian,YouTube,YouTube,C,C
846.134177898,Social Justice,Black,Mainstream Media,YouTube,L,C
72.283147342,Partisan Left,Social Justice,YouTube,Missing Link Media,C,L
28652.882276577,Libertarian,Social Justice,YouTube,YouTube,R,L
1.23225592,Unclassified,Anti-SJW,Mainstream Media,Missing Link Media,R,R
1192.470721148,Social Justice,MRA,YouTube,YouTube,L,R
55.490254593,Partisan Left,Partisan Right,Mainstream Media,Mainstream Media,L,C
313143.777701056,Partisan Right,Partisan Right,Missing Link Media,Missing Link Media,R,R
15.880349726,Unclassified,Center/Left MSM,Mainstream Media,Mainstream Media,L,C
507.847724004,Partisan Left,Anti-SJW,YouTube,Missing Link Media,L,R
4.588014247,Partisan Right,Conspiracy,YouTube,YouTube,C,C
52457.189701943,QAnon,Anti-SJW,YouTube,YouTube,R,C
40.470926782,Social Justice,Partisan Left,YouTube,YouTube,C,L
18.872274218,Religious Conservative,Socialist,YouTube,YouTube,R,C
212.478364703,Black,MRA,YouTube,YouTube,L,R
519.855056307,Center/Left MSM,Center/Left MSM,Missing Link Media,Mainstream Media,L,C
53.588336811,Social Justice,Anti-SJW,Missing Link Media,YouTube,L,L
451.771091811,Partisan Right,MRA,Mainstream Media,YouTube,R,C
48327.26187059,Anti-theist,Partisan Left,YouTube,Mainstream Media,C,L
635.356500805,MRA,Religious Conservative,YouTube,Missing Link Media,R,R
1177.630505235,Partisan Left,Religious Conservative,YouTube,YouTube,L,C
8.371521352,Partisan Right,LGBT,Missing Link Media,YouTube,R,L
129.090106831,LGBT,Libertarian,YouTube,YouTube,L,R
13620.453796283,Partisan Left,Unclassified,YouTube,Mainstream Media,L,L
3548.334264838,Partisan Right,,Mainstream Media,,C,
4534.952993932,Center/Left MSM,Religious Conservative,Mainstream Media,YouTube,L,C
8.612020908,Religious Conservative,Anti-SJW,Missing Link Media,YouTube,R,L
98.281428129,Partisan Left,Conspiracy,YouTube,YouTube,L,L
2994.636877315,Anti-SJW,Conspiracy,Missing Link Media,YouTube,R,R
937.480294982,Anti-SJW,Unclassified,YouTube,YouTube,L,L
30.422712649,Socialist,Social Justice,YouTube,YouTube,C,L
1.551046368,Partisan Right,White Identitarian,YouTube,YouTube,C,R
98.187979782,Anti-SJW,Center/Left MSM,YouTube,Missing Link Media,R,L
19.29100595,Unclassified,Partisan Right,YouTube,YouTube,L,C
26106.737127444,Anti-SJW,Libertarian,Missing Link Media,YouTube,R,R
118.27101157,White Identitarian,Social Justice,YouTube,YouTube,R,C
3.468204368,Partisan Left,Unclassified,Mainstream Media,YouTube,C,R
0.2536834628,Center/Left MSM,LGBT,Mainstream Media,YouTube,C,C
537.980485822,LGBT,Anti-theist,YouTube,YouTube,L,L
0,Center/Left MSM,Partisan Right,Missing Link Media,YouTube,C,C
332.861236633,MRA,Black,YouTube,YouTube,R,L
21.262901391,Unclassified,Anti-SJW,YouTube,YouTube,R,L
58.359723992,Anti-theist,Unclassified,YouTube,YouTube,R,C
19.570321852,Conspiracy,Anti-SJW,YouTube,YouTube,C,L
6.573827529,Partisan Right,Religious Conservative,YouTube,YouTube,C,C
67.829175076,Anti-theist,Socialist,YouTube,YouTube,C,C
19.749994363,Anti-theist,Partisan Right,YouTube,Mainstream Media,R,R
27.497601424,Conspiracy,Unclassified,YouTube,YouTube,L,R
7874.096455052,Social Justice,Anti-theist,YouTube,YouTube,L,L
784.593000328,Center/Left MSM,Partisan Left,Mainstream Media,YouTube,L,C
68.276583194,Anti-SJW,Black,YouTube,YouTube,L,L
287.604800735,Anti-theist,Unclassified,YouTube,Mainstream Media,C,R
10.581211035,Partisan Left,Anti-SJW,Mainstream Media,YouTube,C,R
14759.922012366,Anti-SJW,Partisan Left,Missing Link Media,YouTube,R,L
7066.525072154,QAnon,Center/Left MSM,YouTube,Mainstream Media,C,C
0.6369224992,Unclassified,Unclassified,Mainstream Media,YouTube,L,C
5864.556626727,QAnon,Partisan Left,YouTube,Mainstream Media,C,L
892.661736323,Partisan Right,Partisan Right,Mainstream Media,Mainstream Media,C,R
299.187859314,Anti-SJW,Unclassified,YouTube,Mainstream Media,R,L
0.7341920596,Center/Left MSM,MRA,Missing Link Media,YouTube,L,R
210.065176232,MRA,Social Justice,YouTube,YouTube,R,C
265.881641673,Black,Center/Left MSM,YouTube,Missing Link Media,L,C
2.481064118,MRA,Religious Conservative,YouTube,YouTube,C,C
0.5346983623,Religious Conservative,Partisan Left,YouTube,YouTube,C,C
0,Center/Left MSM,Socialist,Missing Link Media,YouTube,C,C
34.638580824,LGBT,Anti-SJW,YouTube,YouTube,C,R
20.124538616,Partisan Right,Social Justice,Mainstream Media,Missing Link Media,C,L
0,Unclassified,QAnon,Mainstream Media,YouTube,L,R
444.359458182,LGBT,Center/Left MSM,YouTube,Missing Link Media,L,C
0.1020671253,Partisan Right,Religious Conservative,Mainstream Media,Missing Link Media,C,R
9.546312011,LGBT,Partisan Right,YouTube,Mainstream Media,C,R
30.978116723,Social Justice,Center/Left MSM,Missing Link Media,Missing Link Media,L,L
0,Center/Left MSM,Social Justice,Missing Link Media,YouTube,C,C
573.777447521,Social Justice,Religious Conservative,Missing Link Media,YouTube,L,C
66.728406271,Partisan Right,Partisan Right,Missing Link Media,YouTube,R,C
0.06854034739,Partisan Left,Socialist,Mainstream Media,YouTube,L,C
1.747899268,White Identitarian,Center/Left MSM,YouTube,Missing Link Media,R,L
0.07627480397,Unclassified,QAnon,YouTube,YouTube,L,C
0.130214013,Social Justice,Anti-SJW,YouTube,YouTube,C,L
0.3540783065,Anti-theist,Socialist,YouTube,YouTube,R,L
91.948357922,Anti-theist,Anti-theist,YouTube,YouTube,R,R
179.967863486,Socialist,Unclassified,YouTube,Mainstream Media,L,L
0.6889339454,Partisan Right,LGBT,Mainstream Media,YouTube,R,C
2.658472258,QAnon,Partisan Left,YouTube,Mainstream Media,R,C
0.7844665062,Unclassified,Center/Left MSM,YouTube,Missing Link Media,R,L
296.362545135,QAnon,Unclassified,YouTube,Mainstream Media,C,R
572.3729685,Social Justice,Center/Left MSM,YouTube,Missing Link Media,C,C
0.4592784864,MRA,Socialist,YouTube,YouTube,C,C
0.02639734429,Anti-theist,Center/Left MSM,YouTube,Missing Link Media,C,L
1.628285279,Partisan Left,Anti-theist,Mainstream Media,YouTube,C,C
0,Black,Conspiracy,YouTube,YouTube,R,L
0.08228628474,Religious Conservative,Center/Left MSM,YouTube,Missing Link Media,R,L
0,Center/Left MSM,Libertarian,Missing Link Media,YouTube,L,C
0.00117866005,Partisan Right,LGBT,Mainstream Media,YouTube,C,L
4.446019777,White Identitarian,Partisan Right,YouTube,YouTube,R,C
0.1984820546,Religious Conservative,Black,Missing Link Media,YouTube,R,R
0.4917601234,Black,Libertarian,YouTube,YouTube,R,R
49.946573593,LGBT,Center/Left MSM,YouTube,Missing Link Media,C,C
0.7580976129,Partisan Left,Social Justice,YouTube,YouTube,C,C
0,Center/Left MSM,Partisan Left,Missing Link Media,Mainstream Media,C,C
2.117886762,Social Justice,Religious Conservative,YouTube,YouTube,C,C
0,Partisan Left,White Identitarian,Mainstream Media,YouTube,C,R
0,Black,Conspiracy,YouTube,YouTube,L,L
0,Religious Conservative,Partisan Left,YouTube,Mainstream Media,C,C
1.052698139,Partisan Right,Partisan Left,Mainstream Media,YouTube,C,C
3.250445967,Socialist,Anti-theist,YouTube,YouTube,C,L
0,Anti-SJW,LGBT,YouTube,YouTube,L,C
0,Center/Left MSM,Conspiracy,Missing Link Media,YouTube,L,L
2.066370499,Conspiracy,Black,YouTube,YouTube,L,L
0.000912674938,Social Justice,LGBT,YouTube,YouTube,C,L
0.1520637165,Partisan Right,Social Justice,YouTube,YouTube,C,C
0,Partisan Left,Libertarian,Mainstream Media,YouTube,C,C
0,Black,MRA,YouTube,YouTube,R,R
0.5590064516,White Identitarian,Black,YouTube,YouTube,R,R
0,Center/Left MSM,Partisan Right,Missing Link Media,Mainstream Media,L,C
0,LGBT,Partisan Right,YouTube,Mainstream Media,L,C
0.2915632854,MRA,Unclassified,YouTube,Mainstream Media,R,L
0,Unclassified,QAnon,Mainstream Media,YouTube,L,C
0.01210857692,LGBT,Anti-SJW,YouTube,Missing Link Media,C,R
0,Center/Left MSM,Anti-theist,Missing Link Media,YouTube,L,L
