StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q41,Q40,Q43,Q43_5_TEXT,Q45,Q45_11_TEXT,Q46,Q35,Q36,Q16,Q19,Q20,Q21,Q97,Q23,Q24,Q26,Q25,Q27,Q92,Q60,Q61,Q62,Q63,Q64,Q67,Q68,Q69,Q95,Q71,Q72,Q81,Q82,Q83,Q85,Q86,Q32,Q42,Random ID
2022-10-11 22:09:32,2022-10-11 22:13:26,IP Address,67.171.117.253,100,233,True,2022-10-11 22:13:26,R_TphaZhtrCYKZp2F,,,,,40.8792,-111.8686,anonymous,EN,I consent to participate in this survey,Graduate degree,Man,,White,,Very conservative,At least once every week,Most of the time,"Yes, sometimes",Content related to content that other family members have viewed,I just ignored it,,video,No,No,,,4,2,Yes,No,,,4,No,No,,Yes,,4,No,No,,,4,5f11e883afd70a0d94572e6a,,37560
2022-10-11 22:07:01,2022-10-11 22:13:35,IP Address,24.22.132.56,100,394,True,2022-10-11 22:13:35,R_3O1Gm0leUZufw14,,,,,47.6008,-122.3248,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Black or African American,,Very liberal,At least once every day,Always,"Yes, sometimes","Videos about political topics opposite of my beliefs, and videos from channels I'm not interested in",I selected a button next to the videos that allowed me to hide them and indicate I'm not interested in them,,video,Yes,No,,,4,2,Yes,No,,,2,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,59daff10e776fd00015ec7ec,,69474
2022-10-11 22:08:12,2022-10-11 22:13:45,IP Address,172.90.16.38,100,332,True,2022-10-11 22:13:45,R_2DYTzMHpBcaA53c,,,,,34.0587,-118.2781,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Asian or Asian American,,Liberal,At least once every day,Always,"Yes, sometimes","Stuff in a language that I don't speak, but i assume is recommended to me because I speak Japanese (ie. content in non japanese ""asian"" languages). and trashy content.","Clicked the icon and hit do not recommend ",,video,Yes,Yes,,3,,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,2,,Yes,Yes,,3,,54ea5b40fdf99b768609982f,"SO 
MANY
ATTENTION
CHECKS",50876
2022-10-11 22:09:06,2022-10-11 22:13:52,IP Address,174.70.185.33,100,285,True,2022-10-11 22:13:53,R_p0BOLms7PSKhG49,,,,,39.0539,-95.7097,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,White,,Conservative,At least once every day,Always,"Yes, sometimes",dumb political bs or baseball,I click on the 3 dots and click either don't recommend channel or whatever,,video,Yes,No,,,5- completely effective,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,56875435369319000c26947d,"I just don't like politics at all, but sometimes I get to watch youtube politic bs due to prolific. it ends up messing with my regular youtube watching. I miss having the amount of dislikes being seen. It irks me they took it away. ",90514
2022-10-11 21:56:50,2022-10-11 22:13:53,IP Address,76.131.189.5,100,1022,True,2022-10-11 22:13:53,R_3CBmUXGyfHhiMK8,,,,,38.839,-104.8412,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,White,,Very liberal,At least once every week,Most of the time,"Yes, rarely","""wellness"" style influencers that seem like scams, with right wing anti-vax overtones","They were autoplay videos at the end of a video I watched, so I think I clicked the thumbs down and then hit the back button to get away from the video  ",,video,No,No,,,5- completely effective,2,Yes,Yes,,3,,No,No,,Yes,,4,No,No,,,5- completely effective,5dceeba4144b510411fb4566,I didn't know most of these things were options on YouTube! My experience mostly extends to adding videos to playlists and following specific creators.,28435
2022-10-11 22:03:59,2022-10-11 22:13:54,IP Address,72.184.58.219,100,594,True,2022-10-11 22:13:54,R_1laWiR9zeo7uANw,,,,,27.4674,-82.511,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Very liberal,At least once every day,Most of the time,"Yes, sometimes","They were videos about animals that were sick or injured and graphic videos about rare health conditions  ","I clicked the ""Do not recommend channel"" and ""Not interested"" buttons. ",,video,Yes,No,,,3,2,Yes,No,,,2,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,5de6eca0a91be366cbb5ffe2,I enjoyed participating!,84442
2022-10-11 22:08:27,2022-10-11 22:14:13,IP Address,108.194.200.239,100,345,True,2022-10-11 22:14:13,R_56VTRRDQO535Dgt,,,,,29.4744,-90.544,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Moderate,At least once every day,Always,"Yes, sometimes",They were videos that contained language I couldn't play around my children.,I disliked them,,Video,No,No,,,5- completely effective,2,Yes,Yes,,5- completely effective,,No,No,,Yes,,5- completely effective,No,No,,,5- completely effective,59f224ce40333e00017edfe8,,83152
2022-10-11 22:04:26,2022-10-11 22:14:33,IP Address,172.56.35.82,100,607,True,2022-10-11 22:14:33,R_WDTHX95Q4gCnDtT,,,,,40.6739,-73.9358,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,White,,Conservative,At least once every month,Never,Never,,,"Ignore it ",video,No,,Not sure,,Not sure,2,Yes,,No,,1- not at all effective,No,,No,Yes,,1- not at all effective,No,,No,,1- not at all effective,58e9538908dc910001901f6b,,42768
2022-10-11 22:09:38,2022-10-11 22:14:33,IP Address,184.88.242.17,100,295,True,2022-10-11 22:14:34,R_urBoJdx3Lb0XjtD,,,,,28.5177,-81.4508,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Asian or Asian American,,Moderate,At least once every week,Most of the time,"Yes, sometimes",videos not what I like,No actions taken.,,video,No,No,,,2,2,Not sure,Not sure,,,2,No,No,,Yes,,4,No,No,,,4,5e46f51bc3298c1bf813a984,,67604
2022-10-11 22:03:22,2022-10-11 22:14:45,IP Address,68.113.27.136,100,683,True,2022-10-11 22:14:45,R_2riTUUvwtOR3zgn,,,,,44.628,-123.9256,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,White,,Liberal,At least once every day,Always,"Yes, sometimes","Most of what I respond to negatively are advertisements. I indicate clearly I don't want to see them and then the quantity diminshes for a period of time only to resume in quantity after an interval of time. BTW, this scrolling input pane is an absolutely shitty way to elicit responses and I suggest to stop using the format in future studies.",I used the option of excluding them from my home page.,,video,Yes,Yes,,3,,2,Yes,Yes,,3,,Yes,No,,Yes,,2,No,No,,,3,5e180c7fb287dc0fbf18414f,"Stop using that tiny input pane, the single line that scrolls the written word from right to left so that it obscures what's written previously! You're big britches wearers, I bet you can figure out why this might be acceptable, eh?",20179
2022-10-11 22:12:50,2022-10-11 22:15:05,IP Address,67.49.122.40,100,134,True,2022-10-11 22:15:05,R_2PqhcYC08YTH6f6,,,,,34.1499,-116.312,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Moderate,At least once every week,Half of the time,"Yes, rarely","Graphic animation ",Just ignored them,,Video,No,No,,,5- completely effective,2,Yes,No,,,1- not at all effective,No,No,,Yes,,3,No,No,,,3,5eed8bec94fa2f1be77c189a,,20703
2022-10-11 22:09:35,2022-10-11 22:15:05,IP Address,24.155.226.253,100,330,True,2022-10-11 22:15:05,R_1M6b4agR5UotRTR,,,,,29.8737,-97.9361,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Hispanic, Latino, Latina, or Latinx,White",,Very liberal,At least once every day,Most of the time,"Yes, rarely","Overconsumption (hauls, mukbang); sexualized images of women; political content that I don't agree with",I just skipped past them,,video,Yes,No,,,4,2,Yes,No,,,2,No,No,,Yes,,3,No,No,,,4,620297d1ef1cb18a1337c19a,,64486
2022-10-11 22:10:47,2022-10-11 22:15:10,IP Address,99.22.140.17,100,262,True,2022-10-11 22:15:10,R_1ltTKX9ASrxPIWl,,,,,38.4957,-121.5348,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,Asian or Asian American,,Very liberal,At least once every day,Most of the time,"Yes, very frequently","Cars, travel, food, politics",I clicked on the button that told Youtube to not recommend me the channel anymore. I do this with every recommendation that I don't like.,,video,Yes,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,2,,Yes,Yes,,4,,5c395df5f5ebd50001850900,,27291
2022-10-11 22:09:09,2022-10-11 22:15:26,IP Address,71.86.99.18,100,377,True,2022-10-11 22:15:27,R_28SyDYhU3TmePYs,,,,,33.4772,-84.0554,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,Black or African American,,Liberal,At least once every day,Most of the time,"Yes, rarely","In most cases, subject matter I didn't care about or videos related to right-wing politics and the figures that dominate it.","Cleared my watch/search history and/or removed interests google had attached to my profile. And clicked the ""not interested"" or ""don't recommend channel"" buttons depending on what it was.",,video,Yes,Yes,,2,,2,Yes,No,,,Not sure,Yes,Yes,,Yes,3,,Yes,Yes,,4,,5be94f66a169160001dafb9d,"I don't have much to say, but I'm glad you're making people aware of the options they have for getting rid of videos. Even if they don't always seem to actually be highly effective.",14630
2022-10-11 22:11:53,2022-10-11 22:15:40,IP Address,73.47.79.103,100,226,True,2022-10-11 22:15:40,R_3gLPcdIMIvJr90c,,,,,42.6219,-70.6762,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Very liberal,At least once every day,Always,"Yes, sometimes","horror or health related ",none,,video,No,No,,,Not sure,2,Yes,No,,,2,Yes,Yes,,Yes,3,,No,No,,,3,6147970dcfd3a1be94292adb,I hope you have a wonderful day! :),70140
2022-10-11 22:09:45,2022-10-11 22:15:50,IP Address,47.41.246.119,100,365,True,2022-10-11 22:15:51,R_2AL1H9nF87kF2M0,,,,,34.1354,-117.599,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Black or African American,,Liberal,At least once every day,Always,"Yes, rarely",Ponographic material or boaderline,"I just bypass the video, I don't do anything else",,video,No,No,,,4,2,Yes,Not sure,,,3,No,No,,Yes,,2,No,No,,,4,5f47f49560be64128162a5f4,,89131
2022-10-11 22:12:26,2022-10-11 22:15:54,IP Address,68.5.34.202,100,207,True,2022-10-11 22:15:54,R_tKF0sShdRCIV81H,,,,,33.735,-117.785,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Liberal,At least once every day,Always,"Yes, sometimes",right-wing news,"Click ""Don't recommend this channel""",,video,Yes,Yes,,4,,2,Yes,Yes,,4,,Yes,No,,Yes,,5- completely effective,Yes,Yes,,5- completely effective,,60a48fd2c46d793c5340f03e,,11403
2022-10-11 22:12:02,2022-10-11 22:15:55,IP Address,98.61.98.2,100,232,True,2022-10-11 22:15:55,R_bQKpgk3RfVuKlj3,,,,,45.08,-93.0227,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,White,,Liberal,At least once every day,Always,"Yes, sometimes",Republicans debating abortion rights.,"If I recall, there is a ""dislike"" or ""I don't like this video"" button. If that wasn't the case, I simply closed it and moved on.",,video,No,No,,,2,2,Yes,Yes,,3,,Yes,Yes,,Yes,4,,Yes,No,,,3,615c777509f34c8977bc45a7,,32383
2022-10-11 22:03:17,2022-10-11 22:15:56,IP Address,24.217.87.244,100,758,True,2022-10-11 22:15:56,R_1n2SJqiNouqW7me,,,,,38.5273,-89.1356,anonymous,EN,I consent to participate in this survey,Associate degree,Woman,,White,,Liberal,At least once every day,Most of the time,"Yes, sometimes",Poor medical outcomes are the subject of the videos,I did not take any action other than not watching the videos.,,video,No,No,,,3,2,Yes,No,,,2,No,No,,Yes,,3,No,No,,,4,5b91f3f9d99ca20001ef6d8b,"I have learned from this study and may possibly implement the new information while watching videos.  ",81796
2022-10-11 22:05:24,2022-10-11 22:16:35,IP Address,138.207.132.66,100,671,True,2022-10-11 22:16:35,R_0VWsM9uo9g7AvXH,,,,,39.8864,-79.7249,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Liberal,At least once every week,Most of the time,"Yes, rarely",Political in nature.,I ignored them. I thought interating with them might lead to more fecommendtion is the future.,,video,Yes,No,,,3,3,Yes,No,,,Not sure,No,No,,Yes,,Not sure,No,No,,,Not sure,5ec0ba1bfa01894cceaa1b8e,,54361
2022-10-11 22:11:35,2022-10-11 22:16:38,IP Address,99.71.101.147,100,303,True,2022-10-11 22:16:39,R_UaS3A6TReVXgtNv,,,,,43.0475,-87.8964,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,Black or African American,,Very liberal,At least once every week,Most of the time,"Yes, sometimes",I saw videos from YouTubers I don't like and games I don't like.,"I deleted my search history, and I clicked not interested near the video.",,video,No,No,,,3,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,2,,Yes,Yes,,3,,5743c964eb8ed0000ff798ac,"I often  avoid videos I don't like and search for videos I am interested in. I don't try too hard to remove content I don't like often. As I don't feel current methods work very well. ",12060
2022-10-11 22:11:02,2022-10-11 22:16:53,IP Address,173.29.202.48,100,350,True,2022-10-11 22:16:53,R_2AFr5giVtkdA3e1,,,,,41.5576,-90.5461,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Moderate,At least once every day,Always,"Yes, sometimes","Gaming videos, religious preaching videos","I tried both “not interested” and “do not recommend this channel”. It doesn’t work very well. ",,video,No,No,,,2,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,3,,Yes,Yes,,2,,5fed6c9c0d786daf31f29f3d,,57167
2022-10-11 22:09:22,2022-10-11 22:16:55,IP Address,99.38.152.172,100,452,True,2022-10-11 22:16:55,R_1Qa12g1uep2xqU1,,,,,38.5674,-121.32,anonymous,EN,I consent to participate in this survey,Some college but no degree,"Man,Non-binary",,"Hispanic, Latino, Latina, or Latinx,White",,Very liberal,At least once every day,Always,"Yes, rarely","offensive politics, videos made by people I find abhorrent, or sometimes simply topics I have no interest in","Most of the time I just ignore them, but occasionally I'll click the options by the title and select ""not interested"" or ""don't recommend this channel""",,video,No,No,,,1- not at all effective,2,Yes,No,,,2,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,60ef75e98194ebdf7e440783,,34912
2022-10-11 22:13:25,2022-10-11 22:17:20,IP Address,75.1.91.184,100,234,True,2022-10-11 22:17:20,R_3lLlKuiZZPGeSJQ,,,,,29.5,-98.6744,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,"Black or African American,Hispanic, Latino, Latina, or Latinx",,Very liberal,At least once every day,Always,"Yes, rarely",Youtubers I don't want to see,Selected not interested or don't reccomend this channel,,Video,Yes,No,,,1- not at all effective,2,Yes,Not sure,,,3,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,63129dd30887fb3d46640f2b,,84961
2022-10-11 22:08:17,2022-10-11 22:17:35,IP Address,24.1.126.14,100,558,True,2022-10-11 22:17:36,R_2eQO3bOC9tHpq31,,,,,40.1016,-88.2822,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Very liberal,At least once every day,Most of the time,"Yes, very frequently","Watch witchy content, cause I'm pagan, then get recommend things from conservative christians telling me I'ma go to hell. Alternatively, watching one vid about minecraft cottage core, then getting recs on how to build in minecraft","Actions taken were clicking on the 'do not recommend this channnel' with the hope it would stop recommending things like this to me, never works though",,video,Yes,Yes,,3,,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,1- not at all effective,,Yes,Yes,,2,,610e1134a43a2988a958b500,,11387
2022-10-11 22:13:30,2022-10-11 22:17:40,IP Address,104.183.52.238,100,249,True,2022-10-11 22:17:41,R_1GDnHMWzOz3dLiX,,,,,30.6798,-88.2914,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,"Hispanic, Latino, Latina, or Latinx,White",,Very liberal,At least once every day,Half of the time,"Yes, rarely",animals being harmed or people being harmed,dislike them,,video,No,No,,,4,2,Yes,Yes,,5- completely effective,,Not sure,Not sure,,Yes,,5- completely effective,Yes,Not sure,,,5- completely effective,60fdf71f6ae2ee3ba2f6f747,,81161
2022-10-11 22:12:43,2022-10-11 22:17:47,IP Address,47.186.239.167,100,304,True,2022-10-11 22:17:47,R_3fl3e16YMJSCPsQ,,,,,33.107,-97.1598,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Very liberal,At least once every day,Always,"Yes, rarely","Andrew Tate, conservative BS, other such nonsense.",Clicked not to recommend similar videos or blocked the channel.,,video,Yes,Yes,,Not sure,,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,3,,Yes,Yes,,4,,6318f71ece2f523f840e1eee,,49903
2022-10-11 22:12:29,2022-10-11 22:17:53,IP Address,104.181.119.4,100,323,True,2022-10-11 22:17:53,R_9YNMQR0C6m6XD2x,,,,,33.933,-84.604,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,"Black or African American,White",,Liberal,At least once every day,Always,"Yes, rarely","Sexual ASMR, discourse related to male PUAs/incels ","I reported that I was not interested in the videos. If I’m too uninterested to even do that, I just ignore them until they’re no longer recommended.",,video,Yes,No,,,Not sure,2,Yes,No,,,Not sure,Yes,Yes,,Yes,Not sure,,Yes,Yes,,5- completely effective,,5d570f14979c820001bedc88,,31072
2022-10-11 22:13:58,2022-10-11 22:17:54,IP Address,162.207.48.79,100,235,True,2022-10-11 22:17:54,R_2wuJ9kRqCq1SKmV,,,,,34.9274,-82.3186,anonymous,EN,I consent to participate in this survey,Associate degree,Man,,"Asian or Asian American,Hispanic, Latino, Latina, or Latinx,Native Hawaiian or Other Pacific Islander",,Liberal,At least once every day,Always,"Yes, rarely","Just videos that I had non interest in,",I just ignored them.,,Video,Yes,No,,,4,2,Yes,No,,,3,Yes,No,,Yes,,5- completely effective,Yes,No,,,3,62ef8372cd41d2893d237b6b,,85351
2022-10-11 22:12:24,2022-10-11 22:17:59,IP Address,98.43.52.43,100,335,True,2022-10-11 22:18:00,R_2QomwvBW2u5Dopi,,,,,39.7318,-104.9669,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,White,,Liberal,At least once every day,Most of the time,"Yes, sometimes","Political videos, particularly what appeared to be videos with an individual responding to a decision (i.e. not from a news site)","I clicked ""don't show me this"" (or whatever it specifically says) and when asked why replied ""I'm not interested""",,video,Not sure,Not sure,,,3,2,No,No,,,Not sure,Yes,Yes,,Yes,Not sure,,Not sure,Not sure,,,4,5aed49c2aa05510001ff8131,,45218
2022-10-11 22:14:47,2022-10-11 22:18:00,IP Address,172.56.217.179,100,192,True,2022-10-11 22:18:00,R_3KPJP2XvKwcqjSp,,,,,40.0378,-75.0693,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Moderate,At least once every day,Always,"Yes, rarely",Sexual related content or hoes,Do not recommend button,,video,Yes,No,,,3,3,Yes,Yes,,4,,Yes,Yes,,Yes,3,,Yes,Yes,,3,,62f57348a415c4424d6a9006,,23419
2022-10-11 22:14:53,2022-10-11 22:18:00,IP Address,98.147.157.135,100,187,True,2022-10-11 22:18:01,R_xnfpX4Xht5CkS7n,,,,,34.029,-118.4005,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,"White,Prefer not to disclose",,Liberal,At least once every week,Most of the time,"Yes, rarely",Political videos that should not have been suggested based on viewing,"Removed from suggested ",,video,No,No,,,4,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,3,,Yes,Yes,,Not sure,,614e497939b9b53a6013f7b0,,74868
2022-10-11 22:12:58,2022-10-11 22:18:23,IP Address,174.51.183.30,100,324,True,2022-10-11 22:18:24,R_2ckLjgmPZgwG37X,,,,,38.8585,-104.7162,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Liberal,At least once every week,Most of the time,"Yes, sometimes",right wing incel politics,I made sure to never click on them or open them or even mouse over them,,video,Not sure,No,,,4,2,Yes,No,,,2,No,No,,Yes,,4,No,No,,,4,5a01a0fd728b1b0001ad89f8,"I'm not really aware of options available to get rid of video I don't like. Maybe I could look more closely, or maybe youtube could make the options more visible.",58145
2022-10-11 22:11:59,2022-10-11 22:18:25,IP Address,73.164.182.235,100,385,True,2022-10-11 22:18:25,R_1FeNQqm89nPGpna,,,,,44.9036,-123.0461,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,White,,Very conservative,At least once every week,Most of the time,"Yes, rarely",Commentary videos mocking my beliefs,"No actions, I just didn't watch the video",,video,Yes,No,,,5- completely effective,2,Yes,No,,,3,No,No,,Yes,,4,No,No,,,4,60fdd750288be5b77bcaa334,,51878
2022-10-11 22:14:17,2022-10-11 22:18:25,IP Address,172.56.88.203,100,248,True,2022-10-11 22:18:25,R_26gQ9yxQL6QKHC3,,,,,29.4963,-98.4004,anonymous,EN,I consent to participate in this survey,Graduate degree,Woman,,Black or African American,,Very liberal,At least once every day,Always,"Yes, very frequently",Gore or sex related videos,Searched other topics until it changed,,video,No,No,,,1- not at all effective,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,1- not at all effective,,No,Yes,,1- not at all effective,,6068f6b46ca5311c045943f9,,50270
2022-10-11 22:15:35,2022-10-11 22:18:30,IP Address,76.168.149.139,100,175,True,2022-10-11 22:18:31,R_2TnqQkqNXfCT0WI,,,,,34.0757,-118.3161,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Asian or Asian American,,Very liberal,At least once every day,Always,"Yes, sometimes",right wing influencers,I click on the not interested button.,,video,Yes,Not sure,,,3,2,Yes,Yes,,1- not at all effective,,Yes,Yes,,Yes,3,,Yes,Yes,,3,,5da8e16357b45000179c94b2,,69590
2022-10-11 22:13:54,2022-10-11 22:18:41,IP Address,68.47.214.52,100,287,True,2022-10-11 22:18:41,R_24l1IDqQuCCVQe6,,,,,37.6875,-85.8747,anonymous,EN,I consent to participate in this survey,Bachelor degree,Man,,Black or African American,,Liberal,At least once every day,Always,"Yes, sometimes","There were a few videos that were a bit triggering that showed up on my feed out of the blue. ","I either just hit ""hide video"" or ""not recommended""",,video,No,Yes,,5- completely effective,,2,Yes,No,,,5- completely effective,Yes,Yes,,Yes,5- completely effective,,Yes,Yes,,5- completely effective,,56dfb1516b4093000dd8ca21,,31806
2022-10-11 22:12:27,2022-10-11 22:18:55,IP Address,99.74.255.101,100,388,True,2022-10-11 22:18:55,R_2vlb3ysfIlmNETO,,,,,32.9636,-96.7468,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,Black or African American,,Liberal,At least once every day,Most of the time,Never,,,Never,Never,Yes,,No,,5- completely effective,2,Yes,,Yes,,5- completely effective,No,,Yes,Yes,,5- completely effective,No,,Yes,,5- completely effective,6324d57e16793f135c502936,Thanks,36872
2022-10-11 22:12:51,2022-10-11 22:19:25,IP Address,174.194.133.75,100,393,True,2022-10-11 22:19:25,R_pfv8TRs0Bipd6OB,,,,,37.722,-122.1643,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Liberal,At least once every week,Always,"Yes, very frequently","Random unrelated music videos, how to videos, weird hunting videos, etc",If it’s something really obnoxious I always click the “don’t show me this” button and mute the channel/video type from there,,video,Yes,Yes,,2,,2,Not sure,No,,,3,Yes,Yes,,Yes,2,,Yes,Yes,,2,,5c5404c24831db000161c5e8,,77741
2022-10-11 22:15:03,2022-10-11 22:19:27,IP Address,104.185.63.145,100,263,True,2022-10-11 22:19:27,R_3LX4Bum8V1EJOlW,,,,,31.258,-89.8024,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Man,,White,,Very conservative,At least once every day,Always,"Yes, rarely",Some of them featured subject matter that disturbs me.,I asked not to be recommended more videos from that channel.,,video,Not sure,No,,,1- not at all effective,2,Yes,No,,,2,Yes,Yes,,Yes,4,,Yes,Yes,,5- completely effective,,59a4b7e0c9281e0001c1bc8f,,34417
2022-10-11 21:57:43,2022-10-11 22:19:37,IP Address,162.206.14.221,100,1313,True,2022-10-11 22:19:37,R_3NRmZ3S3Bnj0Bk6,,,,,31.7775,-106.4903,anonymous,EN,I consent to participate in this survey,Bachelor degree,Woman,,Black or African American,,Moderate,At least once every day,Always,"Yes, sometimes"," Christian ministry videos, some health  topic videos, some motivational videos, some cooking videos","I usually just ignore them but if I'm tired of seeing this  kind of stuff I go to not interested ",,"video ",Not sure,Not sure,,,4,2,Yes,Yes,,3,,Yes,Yes,,Yes,3,,Yes,Yes,,4,,60bc18bb8b971280ef13060c,I'm glad this study was created. I hope it will possibly improve the YouTube video feed.,73725
2022-10-11 22:13:46,2022-10-11 22:19:50,IP Address,99.75.72.54,100,363,True,2022-10-11 22:19:50,R_3IcT4HBwL1S5rsH,,,,,41.3499,-83.1131,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Conservative,At least once every day,Always,"Yes, sometimes",Far-Left Authoritarian Fascist Propaganda from MSNBC or other similarly divisive outlets,I rolled my eyes and didn't click the videos,,video,No,No,,,1- not at all effective,2,Yes,No,,,1- not at all effective,No,No,,Yes,,1- not at all effective,No,No,,,1- not at all effective,6323c66923b89b0a73b205c7,"Thank you for informing me of the various methods to avoid content I dislike, even if I am sure it won't work due to YouTube's biased algorithms.",19339
2022-10-11 22:14:39,2022-10-11 22:20:02,IP Address,71.49.136.155,100,323,True,2022-10-11 22:20:02,R_1LvPm8qsFX8nOCE,,,,,36.0088,-115.2178,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,White,,Moderate,At least once every day,Most of the time,Never,,,Dislike them,video,No,,Yes,,3,2,Yes,,Yes,,3,Yes,,Yes,Yes,,5- completely effective,Not sure,,Yes,,4,627a949111093bf6cf062f93,,18773
2022-10-11 22:14:13,2022-10-11 22:20:05,IP Address,73.67.127.156,100,352,True,2022-10-11 22:20:06,R_2OZjQ6zlETb2aE6,,,,,28.7739,-81.6463,anonymous,EN,I consent to participate in this survey,"High school degree or equivalent (e.g., GED)",Woman,,"Black or African American,White,Prefer to self-describe",Multiracial,Liberal,At least once every day,Always,"Yes, sometimes","Transphobic content, misogynistic content, homophobic content ",I pressed the suggestion where it lets you not see posts from that channel.,,video,Yes,Not sure,,,Not sure,2,Yes,Yes,,Not sure,,Yes,Yes,,Yes,4,,Yes,Yes,,4,,629e3f2e7aa7065ffef94278,,19558
2022-10-11 22:13:53,2022-10-11 22:20:07,IP Address,184.187.83.70,100,374,True,2022-10-11 22:20:08,R_10JgAHvb0yXvBWY,,,,,37.2951,-79.987,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Liberal,At least once every day,Most of the time,"Yes, sometimes",Conspiracy theory nonsense; Joe Rogan and the like,"Select ""not interested"" or ""don't recommend channel.""",,video,Yes,Not sure,,,Not sure,2,Yes,No,,,3,Yes,Yes,,Yes,4,,Yes,Yes,,4,,6234bc20474f603b10a66d77,,24801
2022-10-11 22:16:31,2022-10-11 22:20:29,IP Address,67.185.191.40,100,238,True,2022-10-11 22:20:29,R_2sRdNURePdOKcoS,,,,,47.1435,-122.1678,anonymous,EN,I consent to participate in this survey,Some college but no degree,Woman,,White,,Very liberal,At least once every day,Always,"Yes, sometimes","popular content, asmr, mukbangs, vloggers","clicked the ""Don't recommend this channel to me""",,video,No,No,,,Not sure,2,Yes,No,,,1- not at all effective,Yes,Yes,,Yes,3,,Yes,Yes,,4,,5f13b237c08bc13e4ef2e760,,52952
2022-10-11 22:17:34,2022-10-11 22:20:38,IP Address,47.208.1.124,100,184,True,2022-10-11 22:20:39,R_1gnzB5CTpH3d1Ll,,,,,40.7586,-124.1631,anonymous,EN,I consent to participate in this survey,Some college but no degree,Man,,White,,Liberal,At least once every day,Always,Never,,,"I would sign out of my account and not search for those things in the algorithm. ",video,Yes,,Yes,,5- completely effective,2,Yes,,Yes,,4,No,,Yes,Yes,,5- completely effective,No,,Yes,,5- completely effective,5e050a93130644f507aa9661,thanks,73661
